시나리오 ID,시나리오 타이틀,상황,시나리오 의도,시나리오 메시지,leaf 좌표,1차 선택,1차 의도,1차 메시지,시간,에너지,위임,도메인,기본점수,추가점수,더 자세히 선택,더 자세히 의도,더 자세히 메시지,검토 선택,검토 의도,검토 학생 나레티브,점수,합산점수,매칭 그룹,직접 매칭 카드,직접 매칭 보너스,직접 매칭 노트,획득 역량카드,EXP 보상,[검수참고] results.text,[검수참고] results.summary,[검수참고] results.lesson,최종점수,최종등급,[검수참고] finals.item,[검수참고] finals.awareness,최종보정점수,최종보정유형,최종보정사유,CUT6 보정 피드백,리플레이 제안,등급컷_95_85_75_60,카드획득여부,인간중심 축,획득 인간중심역량,획득 도메인카드,카드 지급 메모,획득 성장카드,리플레이 카드상태
eorinwangja,어린왕자 독후감,어린왕자 독후감을 100자로 써야 하는데 책을 안 읽었습니다.,고전 텍스트 해석을 AI 요약과 자기 시선 사이에서 다루는 회기. 문해력·해석·공감 자리.,"경험은 위임 불가. 본인이 안 한 일은 AI도, 인터넷도, 친구도 대신해 줄 수 없다.",B3R1,B. AI에게 부탁한다,AI에 위임했다 — 안 읽은 책을 AI가 대신 읽어 줄 수는 없다.,AI에게 책 내용과 감상을 받아 본다.,2,1,++,++,10,25,B3. 친구나 영상이 소개한 장면 중 궁금한 부분만 찾아 읽는다,책 밖에서 시작했지만 책 안 장면을 직접 확인했다 — 출발점이 달라도 책에 닿으면 내 감상이 생긴다.,"친구가 말해준 내용이나 영상 소개를 듣고, 그중 궁금한 장면 하나를 책에서 찾아 읽은 뒤 독후감 초안이 만들어졌다. 출발은 책 밖의 단서였지만, 일부 장면은 직접 만난 상태이다.",R1. 그대로 제출,검토를 건너뛰었다 — 책에서 직접 본 장면과 내 감상이 맞는지 확인하지 못했다.,자기 감상을 끝까지 먼저 쓰고 AI에는 표현만 다듬어 받았다. 감상의 무게는 자기 안에 있었다.,10,55,인식·해석 / 표현·소통,,,,"문해력, 공감력, 검수능력",26,"친구가 말해준 내용이나 영상 소개를 듣고, 그중 궁금한 장면 하나를 책에서 찾아 읽은 뒤 독후감 초안이 만들어졌다. 출발은 책 밖의 단서였지만, 일부 장면은 직접 만난 상태이다.",외부 단서에서 시작해 직접 확인한 독후감,책 밖에서 시작해도 직접 읽은 장면이 있으면 내 감상의 근거가 생긴다.,88,A,자기 주도 + 다듬기 카드,감상은 내가 끝까지 통과했고 AI는 표현만 다듬었다.,33,강한 회복/조합 보정,앞 단계의 위험을 이후 검토와 재구성으로 회복한 경로.,"좋은 방향의 선택이 많았고, 한두 지점을 더 확인하면 더 단단해질 수 있어요.",다시 해본다면 마지막 확인을 한 단계 더 깊게 해 보세요.,A,Y,중심잡기,호기심,"문해력, 표현력",최종점수 88점 경로: 인간중심역량 1종과 도메인/성장 2종 지급.,,
eorinwangja,어린왕자 독후감,어린왕자 독후감을 100자로 써야 하는데 책을 안 읽었습니다.,고전 텍스트 해석을 AI 요약과 자기 시선 사이에서 다루는 회기. 문해력·해석·공감 자리.,"경험은 위임 불가. 본인이 안 한 일은 AI도, 인터넷도, 친구도 대신해 줄 수 없다.",B3R2,B. AI에게 부탁한다,AI에 위임했다 — 안 읽은 책을 AI가 대신 읽어 줄 수는 없다.,AI에게 책 내용과 감상을 받아 본다.,5,4,++,++,10,25,B3. 친구나 영상이 소개한 장면 중 궁금한 부분만 찾아 읽는다,책 밖에서 시작했지만 책 안 장면을 직접 확인했다 — 출발점이 달라도 책에 닿으면 내 감상이 생긴다.,"친구가 말해준 내용이나 영상 소개를 듣고, 그중 궁금한 장면 하나를 책에서 찾아 읽은 뒤 독후감 초안이 만들어졌다. 출발은 책 밖의 단서였지만, 일부 장면은 직접 만난 상태이다.",R2. 한 번 읽고 이상한 곳만 표시,책에서 직접 본 장면과 글이 맞는지 확인했다.,한 번 읽으며 AI가 바꾼 표현 하나가 자기 감상 같지 않아 처음 쓴 문장으로 되돌렸다.,18,63,인식·해석 / 표현·소통,검수능력,5,AI가 다듬은 표현을 자기 말투에 맞춰 검수하는 자리 — 검수능력 카드와 강한 매칭,"문해력, 공감력, 검수능력, 비판적 사고",26,"친구가 말해준 내용이나 영상 소개를 듣고, 그중 궁금한 장면 하나를 책에서 찾아 읽은 뒤 독후감 초안이 만들어졌다. 출발은 책 밖의 단서였지만, 일부 장면은 직접 만난 상태이다.",외부 단서에서 시작해 직접 확인한 독후감,책 밖에서 시작해도 직접 읽은 장면이 있으면 내 감상의 근거가 생긴다.,93,A,검수한 다듬기 카드,AI가 바꾼 표현 중 내 말 같지 않은 것은 되돌렸다.,30,강한 회복/조합 보정,앞 단계의 위험을 이후 검토와 재구성으로 회복한 경로.,"좋은 방향의 선택이 많았고, 한두 지점을 더 확인하면 더 단단해질 수 있어요.",다시 해본다면 마지막 확인을 한 단계 더 깊게 해 보세요.,A,Y,중심잡기,호기심,"문해력, 표현력, 검토력",최종점수 93점 경로: 인간중심역량 1종과 도메인/성장 3종 지급.,,
eorinwangja,어린왕자 독후감,어린왕자 독후감을 100자로 써야 하는데 책을 안 읽었습니다.,고전 텍스트 해석을 AI 요약과 자기 시선 사이에서 다루는 회기. 문해력·해석·공감 자리.,"경험은 위임 불가. 본인이 안 한 일은 AI도, 인터넷도, 친구도 대신해 줄 수 없다.",B3R3,B. AI에게 부탁한다,AI에 위임했다 — 안 읽은 책을 AI가 대신 읽어 줄 수는 없다.,AI에게 책 내용과 감상을 받아 본다.,15,11,++,++,10,25,B3. 친구나 영상이 소개한 장면 중 궁금한 부분만 찾아 읽는다,책 밖에서 시작했지만 책 안 장면을 직접 확인했다 — 출발점이 달라도 책에 닿으면 내 감상이 생긴다.,"친구가 말해준 내용이나 영상 소개를 듣고, 그중 궁금한 장면 하나를 책에서 찾아 읽은 뒤 독후감 초안이 만들어졌다. 출발은 책 밖의 단서였지만, 일부 장면은 직접 만난 상태이다.",R3. 출처 확인 + 크로스체크,"책 문장, 줄거리, 내 감상을 다시 대조했다.",처음 쓴 문장과 AI가 다듬은 문장을 한 줄씩 비교해 자기 말에 맞는 쪽만 남겼다.,30,75,인식·해석 / 표현·소통,,,,"문해력, 공감력, 해석능력, 검수능력, 자기검증",30,"친구가 말해준 내용이나 영상 소개를 듣고, 그중 궁금한 장면 하나를 책에서 찾아 읽은 뒤 독후감 초안이 만들어졌다. 출발은 책 밖의 단서였지만, 일부 장면은 직접 만난 상태이다.",외부 단서에서 시작해 직접 확인한 독후감,책 밖에서 시작해도 직접 읽은 장면이 있으면 내 감상의 근거가 생긴다.,100,S,머무른 감상 + 다듬기 카드,"처음 쓴 문장과 다듬은 문장을 비교해 내 말로 골랐다 — AI는 도구, 감상은 내 일.",25,강한 회복/조합 보정,앞 단계의 위험을 이후 검토와 재구성으로 회복한 경로.,자기 기준을 세우고 마지막 확인까지 해낸 선택이라 결과의 완성도가 높아요.,다시 해본다면 같은 주제를 다른 방식으로 풀어 보며 선택의 차이를 비교해 보세요.,S,Y,중심잡기,호기심,"문해력, 표현력, 검토력",최종점수 100점 경로: 인간중심역량 1종과 도메인/성장 3종 지급.,,
eorinwangja,어린왕자 독후감,어린왕자 독후감을 100자로 써야 하는데 책을 안 읽었습니다.,고전 텍스트 해석을 AI 요약과 자기 시선 사이에서 다루는 회기. 문해력·해석·공감 자리.,"경험은 위임 불가. 본인이 안 한 일은 AI도, 인터넷도, 친구도 대신해 줄 수 없다.",C1R1,C. 책 읽기를 건너뛰고 독후감을 만들어본다,책 읽기를 건너뛰었다 — 결과는 빠르게 나오지만 내가 책 앞에서 멈추고 생각한 시간이 빠질 수 있다.,"AI, 검색, 영상, 유명한 문장 같은 책 밖의 단서로 독후감을 만드는 길이다.",2,1,++,++,10,-10,C1. AI에게 줄거리와 독후감 초안을 바로 부탁한다,AI가 만든 글에서 시작했다 — 문장은 깔끔하지만 내가 책을 읽고 만난 장면은 거의 없다.,"어렸을 때 본 어린왕자 애니메이션이 떠올랐다. 여우가 길들임을 말하는 장면이 그때도 인상 깊었는데, 지금 다시 생각하니 시간을 들인 관계가 특별해진다는 말로 들렸다. 책은 안 읽었으니 책 장면은 적지 않고 애니메이션에서 내가 통과한 부분만 자기 감상으로 다시 정리했다.",R1. 그대로 제출,검토를 건너뛰었다 — 책에서 직접 본 장면과 내 감상이 맞는지 확인하지 못했다.,어렸을 때 본 애니메이션 기억으로 자기 감상을 다시 썼고 책 자리는 비웠다. 통과한 매체를 자기 자료로 가져왔다.,10,28,자기성찰 / 인식·해석,,,,"공감력, 해석능력, 자기성찰",8,"어렸을 때 본 어린왕자 애니메이션이 떠올랐다. 여우가 길들임을 말하는 장면이 그때도 인상 깊었는데, 지금 다시 생각하니 시간을 들인 관계가 특별해진다는 말로 들렸다. 책은 안 읽었으니 책 장면은 적지 않고 애니메이션에서 내가 통과한 부분만 자기 감상으로 다시 정리했다.",다른 매체로 통과한 자기 감상 + 책 자리 정직 분리,"자기가 통과한 다른 매체는 자기 자료가 된다 — 단, 책 자리와 분리해 정직하게 표시할 때 정점이 된다.",25,D,자기 매체 통과 카드,"AI가 만든 글은 빠르게 생겼지만, 내가 책에서 직접 만난 장면은 거의 없었다.",-3,합산 유지 또는 미세 조정,단계별 선택의 의미가 최종 결과에 거의 그대로 반영된 경로.,이번 결과는 부족했던 과정을 알아차리는 출발점이에요. 다시 시도하며 내 기준과 확인 과정을 세워 볼 수 있어요.,다시 해본다면 빠른 결과보다 내가 직접 확인할 수 있는 자료나 경험에서 시작해 보세요.,D,Y,,,,"D 경로: 회복력 지급. 결과 화면에서 다시 도전해 볼지 묻고, 리플레이 선택 시 도전력 후보로 표시.",회복력,도전력 후보
eorinwangja,어린왕자 독후감,어린왕자 독후감을 100자로 써야 하는데 책을 안 읽었습니다.,고전 텍스트 해석을 AI 요약과 자기 시선 사이에서 다루는 회기. 문해력·해석·공감 자리.,"경험은 위임 불가. 본인이 안 한 일은 AI도, 인터넷도, 친구도 대신해 줄 수 없다.",C1R2,C. 책 읽기를 건너뛰고 독후감을 만들어본다,책 읽기를 건너뛰었다 — 결과는 빠르게 나오지만 내가 책 앞에서 멈추고 생각한 시간이 빠질 수 있다.,"AI, 검색, 영상, 유명한 문장 같은 책 밖의 단서로 독후감을 만드는 길이다.",4,4,++,++,10,-10,C1. AI에게 줄거리와 독후감 초안을 바로 부탁한다,AI가 만든 글에서 시작했다 — 문장은 깔끔하지만 내가 책을 읽고 만난 장면은 거의 없다.,"어렸을 때 본 어린왕자 애니메이션이 떠올랐다. 여우가 길들임을 말하는 장면이 그때도 인상 깊었는데, 지금 다시 생각하니 시간을 들인 관계가 특별해진다는 말로 들렸다. 책은 안 읽었으니 책 장면은 적지 않고 애니메이션에서 내가 통과한 부분만 자기 감상으로 다시 정리했다.",R2. 한 번 읽고 이상한 곳만 표시,책에서 직접 본 장면과 글이 맞는지 확인했다.,한 번 읽으며 애니메이션 장면을 책 장면처럼 적은 한 줄을 발견하고 매체 출처를 명시했다.,18,36,자기성찰 / 인식·해석,,,,"공감력, 해석능력, 자기성찰, 비판적 사고",8,"어렸을 때 본 어린왕자 애니메이션이 떠올랐다. 여우가 길들임을 말하는 장면이 그때도 인상 깊었는데, 지금 다시 생각하니 시간을 들인 관계가 특별해진다는 말로 들렸다. 책은 안 읽었으니 책 장면은 적지 않고 애니메이션에서 내가 통과한 부분만 자기 감상으로 다시 정리했다.",다른 매체로 통과한 자기 감상 + 책 자리 정직 분리,"자기가 통과한 다른 매체는 자기 자료가 된다 — 단, 책 자리와 분리해 정직하게 표시할 때 정점이 된다.",45,D,매체 분리 카드,"이상한 부분을 조금 찾았지만, 책을 직접 통과한 감상은 아직 부족했다.",9,합산 유지 또는 미세 조정,단계별 선택의 의미가 최종 결과에 거의 그대로 반영된 경로.,이번 결과는 부족했던 과정을 알아차리는 출발점이에요. 다시 시도하며 내 기준과 확인 과정을 세워 볼 수 있어요.,다시 해본다면 빠른 결과보다 내가 직접 확인할 수 있는 자료나 경험에서 시작해 보세요.,D,Y,,,,"D 경로: 회복력 지급. 결과 화면에서 다시 도전해 볼지 묻고, 리플레이 선택 시 도전력 후보로 표시.",회복력,도전력 후보
eorinwangja,어린왕자 독후감,어린왕자 독후감을 100자로 써야 하는데 책을 안 읽었습니다.,고전 텍스트 해석을 AI 요약과 자기 시선 사이에서 다루는 회기. 문해력·해석·공감 자리.,"경험은 위임 불가. 본인이 안 한 일은 AI도, 인터넷도, 친구도 대신해 줄 수 없다.",C1R3,C. 책 읽기를 건너뛰고 독후감을 만들어본다,책 읽기를 건너뛰었다 — 결과는 빠르게 나오지만 내가 책 앞에서 멈추고 생각한 시간이 빠질 수 있다.,"AI, 검색, 영상, 유명한 문장 같은 책 밖의 단서로 독후감을 만드는 길이다.",14,11,++,++,10,-10,C1. AI에게 줄거리와 독후감 초안을 바로 부탁한다,AI가 만든 글에서 시작했다 — 문장은 깔끔하지만 내가 책을 읽고 만난 장면은 거의 없다.,"어렸을 때 본 어린왕자 애니메이션이 떠올랐다. 여우가 길들임을 말하는 장면이 그때도 인상 깊었는데, 지금 다시 생각하니 시간을 들인 관계가 특별해진다는 말로 들렸다. 책은 안 읽었으니 책 장면은 적지 않고 애니메이션에서 내가 통과한 부분만 자기 감상으로 다시 정리했다.",R3. 출처 확인 + 크로스체크,"책 문장, 줄거리, 내 감상을 다시 대조했다.","AI가 책 내용에서 벗어났거나 내가 책임질 수 없는 문장을 표시해 주고, 내가 실제로 책에서 확인한 감상으로 다시 채워 넣은 독후감이 된다.",30,48,자기성찰 / 인식·해석,해석능력,5,다른 매체로 통과한 부분과 지금 자기 감상을 분리해 다시 정리하는 자리 — 해석능력 카드와 강한 매칭,"공감력, 해석능력, 문해력, 자기성찰, 자기검증",16,"어렸을 때 본 어린왕자 애니메이션이 떠올랐다. 여우가 길들임을 말하는 장면이 그때도 인상 깊었는데, 지금 다시 생각하니 시간을 들인 관계가 특별해진다는 말로 들렸다. 책은 안 읽었으니 책 장면은 적지 않고 애니메이션에서 내가 통과한 부분만 자기 감상으로 다시 정리했다.",다른 매체로 통과한 자기 감상 + 책 자리 정직 분리,"자기가 통과한 다른 매체는 자기 자료가 된다 — 단, 책 자리와 분리해 정직하게 표시할 때 정점이 된다.",65,C,AI 검수 + 자기 감상 회복 카드,"AI 초안을 다시 보며 책임지기 어려운 부분을 찾았지만, 책에서 직접 만난 감상은 아직 더 필요했다.",17,과정 소유권 보정,AI나 외부 도움을 자기 기준으로 걸러 과정 소유권을 회복한 경로.,출발은 했지만 중요한 확인 과정이 일부 비어 있어요. 다음에는 내가 책임질 수 있는 근거를 더 남겨 보세요.,다시 해본다면 그대로 진행하기 전에 이상한 부분을 표시하거나 처음부터 다시 확인해 보세요.,C,Y,성찰하기,윤리적 사고,검토력,최종점수 65점 경로: 인간중심역량 1종과 도메인/성장 1종 지급.,,
eorinwangja,어린왕자 독후감,어린왕자 독후감을 100자로 써야 하는데 책을 안 읽었습니다.,고전 텍스트 해석을 AI 요약과 자기 시선 사이에서 다루는 회기. 문해력·해석·공감 자리.,"경험은 위임 불가. 본인이 안 한 일은 AI도, 인터넷도, 친구도 대신해 줄 수 없다.",C2R1,C. 책 읽기를 건너뛰고 독후감을 만들어본다,책 읽기를 건너뛰었다 — 결과는 빠르게 나오지만 내가 책 앞에서 멈추고 생각한 시간이 빠질 수 있다.,"AI, 검색, 영상, 유명한 문장 같은 책 밖의 단서로 독후감을 만드는 길이다.",2,1,--,-,10,5,C2. 검색한 줄거리나 영상 소개만 보고 독후감을 쓴다,책 밖의 자료로 독후감을 만들었다 — 줄거리는 알지만 책의 문장과 장면 앞에서 멈춘 시간이 없다.,친구가 어린왕자는 별에서 장미를 두고 와 후회하는 이야기라고 했다. 마지막에 별로 돌아간다고 들어서 이 책은 이별에 관한 이야기 같다.,R1. 그대로 제출,검토를 건너뛰었다 — 책에서 직접 본 장면과 내 감상이 맞는지 확인하지 못했다.,친구가 들려준 줄거리를 그대로 옮겨 적어 냈다. 친구가 읽은 책이 자기 자리에 들어왔다.,10,43,인식·해석,,,,,8,친구가 어린왕자는 별에서 장미를 두고 와 후회하는 이야기라고 했다. 마지막에 별로 돌아간다고 들어서 이 책은 이별에 관한 이야기 같다.,친구가 들어간 독후감,친구의 책은 친구의 것이다 — 전달 과정에서 책이 흐려진다.,28,D,친구 그림자 카드,친구의 책이 내 자리에 들어와 있었다.,-15,근거/검토 부족 페널티,"검토, 근거 확인, 자기 기준 형성이 부족한 경로.",이번 결과는 부족했던 과정을 알아차리는 출발점이에요. 다시 시도하며 내 기준과 확인 과정을 세워 볼 수 있어요.,다시 해본다면 빠른 결과보다 내가 직접 확인할 수 있는 자료나 경험에서 시작해 보세요.,D,Y,,,,"D 경로: 회복력 지급. 결과 화면에서 다시 도전해 볼지 묻고, 리플레이 선택 시 도전력 후보로 표시.",회복력,도전력 후보
eorinwangja,어린왕자 독후감,어린왕자 독후감을 100자로 써야 하는데 책을 안 읽었습니다.,고전 텍스트 해석을 AI 요약과 자기 시선 사이에서 다루는 회기. 문해력·해석·공감 자리.,"경험은 위임 불가. 본인이 안 한 일은 AI도, 인터넷도, 친구도 대신해 줄 수 없다.",C2R2,C. 책 읽기를 건너뛰고 독후감을 만들어본다,책 읽기를 건너뛰었다 — 결과는 빠르게 나오지만 내가 책 앞에서 멈추고 생각한 시간이 빠질 수 있다.,"AI, 검색, 영상, 유명한 문장 같은 책 밖의 단서로 독후감을 만드는 길이다.",5,4,--,0,10,5,C2. 검색한 줄거리나 영상 소개만 보고 독후감을 쓴다,책 밖의 자료로 독후감을 만들었다 — 줄거리는 알지만 책의 문장과 장면 앞에서 멈춘 시간이 없다.,친구가 어린왕자는 별에서 장미를 두고 와 후회하는 이야기라고 했다. 마지막에 별로 돌아간다고 들어서 이 책은 이별에 관한 이야기 같다.,R2. 한 번 읽고 이상한 곳만 표시,책에서 직접 본 장면과 글이 맞는지 확인했다.,"한 번 읽으며 친구의 해석(""이별에 관한 이야기"")이 자기 결론처럼 들어가 있는 자리를 찾아냈다.",18,51,인식·해석,,,,비판적 사고,8,친구가 어린왕자는 별에서 장미를 두고 와 후회하는 이야기라고 했다. 마지막에 별로 돌아간다고 들어서 이 책은 이별에 관한 이야기 같다.,친구가 들어간 독후감,친구의 책은 친구의 것이다 — 전달 과정에서 책이 흐려진다.,38,D,친구 그림자 경고 카드,친구의 해석이 내 결론처럼 들어가 있었다.,-13,근거/검토 부족 페널티,"검토, 근거 확인, 자기 기준 형성이 부족한 경로.",이번 결과는 부족했던 과정을 알아차리는 출발점이에요. 다시 시도하며 내 기준과 확인 과정을 세워 볼 수 있어요.,다시 해본다면 빠른 결과보다 내가 직접 확인할 수 있는 자료나 경험에서 시작해 보세요.,D,Y,,,,"D 경로: 회복력 지급. 결과 화면에서 다시 도전해 볼지 묻고, 리플레이 선택 시 도전력 후보로 표시.",회복력,도전력 후보
eorinwangja,어린왕자 독후감,어린왕자 독후감을 100자로 써야 하는데 책을 안 읽었습니다.,고전 텍스트 해석을 AI 요약과 자기 시선 사이에서 다루는 회기. 문해력·해석·공감 자리.,"경험은 위임 불가. 본인이 안 한 일은 AI도, 인터넷도, 친구도 대신해 줄 수 없다.",C2R3,C. 책 읽기를 건너뛰고 독후감을 만들어본다,책 읽기를 건너뛰었다 — 결과는 빠르게 나오지만 내가 책 앞에서 멈추고 생각한 시간이 빠질 수 있다.,"AI, 검색, 영상, 유명한 문장 같은 책 밖의 단서로 독후감을 만드는 길이다.",15,11,--,+,10,5,C2. 검색한 줄거리나 영상 소개만 보고 독후감을 쓴다,책 밖의 자료로 독후감을 만들었다 — 줄거리는 알지만 책의 문장과 장면 앞에서 멈춘 시간이 없다.,친구가 어린왕자는 별에서 장미를 두고 와 후회하는 이야기라고 했다. 마지막에 별로 돌아간다고 들어서 이 책은 이별에 관한 이야기 같다.,R3. 출처 확인 + 크로스체크,"책 문장, 줄거리, 내 감상을 다시 대조했다.",친구가 들려준 부분을 줄이고 모르는 부분은 모른다고 적었다.,30,63,인식·해석,,,,"해석능력, 자기성찰, 자기검증, 비판적 사고",8,친구가 어린왕자는 별에서 장미를 두고 와 후회하는 이야기라고 했다. 마지막에 별로 돌아간다고 들어서 이 책은 이별에 관한 이야기 같다.,친구가 들어간 독후감,친구의 책은 친구의 것이다 — 전달 과정에서 책이 흐려진다.,48,D,내 자리 회수 카드,친구가 들려준 부분을 줄이고 모르는 건 모른다고 적었다.,-15,근거/검토 부족 페널티,"검토, 근거 확인, 자기 기준 형성이 부족한 경로.",이번 결과는 부족했던 과정을 알아차리는 출발점이에요. 다시 시도하며 내 기준과 확인 과정을 세워 볼 수 있어요.,다시 해본다면 빠른 결과보다 내가 직접 확인할 수 있는 자료나 경험에서 시작해 보세요.,D,Y,,,,"D 경로: 회복력 지급. 결과 화면에서 다시 도전해 볼지 묻고, 리플레이 선택 시 도전력 후보로 표시.",회복력,도전력 후보
eorinwangja,어린왕자 독후감,어린왕자 독후감을 100자로 써야 하는데 책을 안 읽었습니다.,고전 텍스트 해석을 AI 요약과 자기 시선 사이에서 다루는 회기. 문해력·해석·공감 자리.,"경험은 위임 불가. 본인이 안 한 일은 AI도, 인터넷도, 친구도 대신해 줄 수 없다.",C3R1,C. 책 읽기를 건너뛰고 독후감을 만들어본다,책 읽기를 건너뛰었다 — 결과는 빠르게 나오지만 내가 책 앞에서 멈추고 생각한 시간이 빠질 수 있다.,"AI, 검색, 영상, 유명한 문장 같은 책 밖의 단서로 독후감을 만드는 길이다.",2,1,--,-,10,15,C3. 유명한 문장이나 분위기만으로 독후감을 쓴다,막연한 분위기에서 시작했지만 AI 검토를 통해 책의 구체 장면과 연결되는 말을 찾아냈다 — 흔한 감상을 줄이고 책임질 수 있는 말만 남겼다.,어린왕자는 어린아이의 순수한 마음을 가진 왕자가 세상을 여행하는 이야기다. 우리는 모두 꿈을 잃지 말고 친구를 소중히 해야 한다.,R1. 그대로 제출,검토를 건너뛰었다 — 책에서 직접 본 장면과 내 감상이 맞는지 확인하지 못했다.,일반론 한 줄로 칸을 채워 그대로 냈다. 책도 자기도 통과하지 않은 자리에 착한 말만 남았다.,10,53,인식·해석,,,,,8,어린왕자는 어린아이의 순수한 마음을 가진 왕자가 세상을 여행하는 이야기다. 우리는 모두 꿈을 잃지 말고 친구를 소중히 해야 한다.,일반론으로 채운 독후감,책도 자기도 통과하지 않은 자리에는 착한 말만 남는다.,12,D,,책도 자기도 통과하지 않으니 일반론만 남았다.,-41,강한 공허함 페널티,결과는 생겼지만 직접 겪어야 할 핵심 과정이 크게 비어 있는 경로.,이번 결과는 부족했던 과정을 알아차리는 출발점이에요. 다시 시도하며 내 기준과 확인 과정을 세워 볼 수 있어요.,다시 해본다면 빠른 결과보다 내가 직접 확인할 수 있는 자료나 경험에서 시작해 보세요.,D,Y,,,,"D 경로: 회복력 지급. 결과 화면에서 다시 도전해 볼지 묻고, 리플레이 선택 시 도전력 후보로 표시.",회복력,도전력 후보
eorinwangja,어린왕자 독후감,어린왕자 독후감을 100자로 써야 하는데 책을 안 읽었습니다.,고전 텍스트 해석을 AI 요약과 자기 시선 사이에서 다루는 회기. 문해력·해석·공감 자리.,"경험은 위임 불가. 본인이 안 한 일은 AI도, 인터넷도, 친구도 대신해 줄 수 없다.",C3R2,C. 책 읽기를 건너뛰고 독후감을 만들어본다,책 읽기를 건너뛰었다 — 결과는 빠르게 나오지만 내가 책 앞에서 멈추고 생각한 시간이 빠질 수 있다.,"AI, 검색, 영상, 유명한 문장 같은 책 밖의 단서로 독후감을 만드는 길이다.",3,3,--,0,10,15,C3. 유명한 문장이나 분위기만으로 독후감을 쓴다,막연한 분위기에서 시작했지만 AI 검토를 통해 책의 구체 장면과 연결되는 말을 찾아냈다 — 흔한 감상을 줄이고 책임질 수 있는 말만 남겼다.,어린왕자는 어린아이의 순수한 마음을 가진 왕자가 세상을 여행하는 이야기다. 우리는 모두 꿈을 잃지 말고 친구를 소중히 해야 한다.,R2. 한 번 읽고 이상한 곳만 표시,책에서 직접 본 장면과 글이 맞는지 확인했다.,한 번 읽으며 어린왕자가 아니어도 통할 만한 일반 교훈만 있다는 것이 보였다.,18,61,인식·해석,,,,,8,어린왕자는 어린아이의 순수한 마음을 가진 왕자가 세상을 여행하는 이야기다. 우리는 모두 꿈을 잃지 말고 친구를 소중히 해야 한다.,일반론으로 채운 독후감,책도 자기도 통과하지 않은 자리에는 착한 말만 남는다.,23,D,,어린왕자가 아니어도 통할 글이었다.,-38,강한 공허함 페널티,결과는 생겼지만 직접 겪어야 할 핵심 과정이 크게 비어 있는 경로.,이번 결과는 부족했던 과정을 알아차리는 출발점이에요. 다시 시도하며 내 기준과 확인 과정을 세워 볼 수 있어요.,다시 해본다면 빠른 결과보다 내가 직접 확인할 수 있는 자료나 경험에서 시작해 보세요.,D,Y,,,,"D 경로: 회복력 지급. 결과 화면에서 다시 도전해 볼지 묻고, 리플레이 선택 시 도전력 후보로 표시.",회복력,도전력 후보
eorinwangja,어린왕자 독후감,어린왕자 독후감을 100자로 써야 하는데 책을 안 읽었습니다.,고전 텍스트 해석을 AI 요약과 자기 시선 사이에서 다루는 회기. 문해력·해석·공감 자리.,"경험은 위임 불가. 본인이 안 한 일은 AI도, 인터넷도, 친구도 대신해 줄 수 없다.",C3R3,C. 책 읽기를 건너뛰고 독후감을 만들어본다,책 읽기를 건너뛰었다 — 결과는 빠르게 나오지만 내가 책 앞에서 멈추고 생각한 시간이 빠질 수 있다.,"AI, 검색, 영상, 유명한 문장 같은 책 밖의 단서로 독후감을 만드는 길이다.",13,10,--,+,10,15,C3. 유명한 문장이나 분위기만으로 독후감을 쓴다,막연한 분위기에서 시작했지만 AI 검토를 통해 책의 구체 장면과 연결되는 말을 찾아냈다 — 흔한 감상을 줄이고 책임질 수 있는 말만 남겼다.,어린왕자는 어린아이의 순수한 마음을 가진 왕자가 세상을 여행하는 이야기다. 우리는 모두 꿈을 잃지 말고 친구를 소중히 해야 한다.,R3. 출처 확인 + 크로스체크,"책 문장, 줄거리, 내 감상을 다시 대조했다.",짧게라도 책의 한 장면을 더하려 했지만 책을 안 읽어 채울 재료가 없다는 것을 확인했다.,30,73,인식·해석,,,,,8,어린왕자는 어린아이의 순수한 마음을 가진 왕자가 세상을 여행하는 이야기다. 우리는 모두 꿈을 잃지 말고 친구를 소중히 해야 한다.,일반론으로 채운 독후감,책도 자기도 통과하지 않은 자리에는 착한 말만 남는다.,32,D,빈칸 경고 카드,책을 안 읽어서 채울 재료가 없다는 걸 확인했다.,-41,강한 공허함 페널티,결과는 생겼지만 직접 겪어야 할 핵심 과정이 크게 비어 있는 경로.,이번 결과는 부족했던 과정을 알아차리는 출발점이에요. 다시 시도하며 내 기준과 확인 과정을 세워 볼 수 있어요.,다시 해본다면 빠른 결과보다 내가 직접 확인할 수 있는 자료나 경험에서 시작해 보세요.,D,Y,,,,"D 경로: 회복력 지급. 결과 화면에서 다시 도전해 볼지 묻고, 리플레이 선택 시 도전력 후보로 표시.",회복력,도전력 후보
