시나리오,경로,1차 선택,1차 위임,1차 시간비용,1차 에너지비용,1차 점수,1차 역량카드,1차 능력카드,2차 선택,2차 위임(보정),2차 시간비용,2차 에너지비용,2차 점수,2차 역량카드,2차 능력카드,검토 선택,검토 깊이,검토 시간비용,검토 에너지비용,검토 점수,검토 역량카드,검토 능력카드,최종점수(verdict),등급,단계점수합,시간비용합,에너지비용합
AI시대진로,A3R1,내가 끌리는 것과 걱정하는 것부터 찾아본다,내가 직접,0(면제),0(면제),25,호기심,,관심을 작은 실험으로 바꿔본다,내가 직접→직접쪽,16,14,10,,탐색력,나온 추천을 그대로 정리한다,R1 무검토,2,1,10,,,86,A,45,18,15
AI시대진로,A3R2,내가 끌리는 것과 걱정하는 것부터 찾아본다,내가 직접,0(면제),0(면제),25,호기심,,관심을 작은 실험으로 바꿔본다,내가 직접→직접쪽,16,14,10,,탐색력,낯선 직업 이름과 이상한 정보만 확인한다,R2 표면검토,5,4,18,,자료판단력,92,A,53,21,18
AI시대진로,A3R3,내가 끌리는 것과 걱정하는 것부터 찾아본다,내가 직접,0(면제),0(면제),25,호기심,,관심을 작은 실험으로 바꿔본다,내가 직접→직접쪽,16,14,10,,탐색력,"내 관심, 걱정, 실제 해볼 활동과 이어지는지 다시 본다",R3 깊은검토,10,8,30,,검토력,98,S,65,26,22
AI시대진로,B1R1,AI로 가능성을 넓혀본다,부분 위임,0(면제),0(면제),10,,,AI에게 앞으로 유망한 일을 추천받는다,부분 위임→위임쪽,4,3,0,,,나온 추천을 그대로 정리한다,R1 무검토,2,1,10,,,20,D,20,6,4
AI시대진로,B1R2,AI로 가능성을 넓혀본다,부분 위임,0(면제),0(면제),10,,,AI에게 앞으로 유망한 일을 추천받는다,부분 위임→위임쪽,4,3,0,,,낯선 직업 이름과 이상한 정보만 확인한다,R2 표면검토,5,4,18,,자료판단력,38,D,28,9,7
AI시대진로,B1R3,AI로 가능성을 넓혀본다,부분 위임,0(면제),0(면제),10,,,AI에게 앞으로 유망한 일을 추천받는다,부분 위임→위임쪽,4,3,0,,,"내 관심, 걱정, 실제 해볼 활동과 이어지는지 다시 본다",R3 깊은검토,10,8,30,,검토력,55,D,40,14,11
AI시대진로,B2R1,AI로 가능성을 넓혀본다,부분 위임,0(면제),0(면제),10,,,AI에게 내 관심으로 만들 수 있는 새 일을 제안받는다,부분 위임→직접쪽,8,6,15,,,나온 추천을 그대로 정리한다,R1 무검토,2,1,10,,,68,C,35,10,7
AI시대진로,B2R2,AI로 가능성을 넓혀본다,부분 위임,0(면제),0(면제),10,,,AI에게 내 관심으로 만들 수 있는 새 일을 제안받는다,부분 위임→직접쪽,8,6,15,,,낯선 직업 이름과 이상한 정보만 확인한다,R2 표면검토,5,4,18,,자료판단력,80,B,43,13,10
AI시대진로,B2R3,AI로 가능성을 넓혀본다,부분 위임,0(면제),0(면제),10,,,AI에게 내 관심으로 만들 수 있는 새 일을 제안받는다,부분 위임→직접쪽,8,6,15,,,"내 관심, 걱정, 실제 해볼 활동과 이어지는지 다시 본다",R3 깊은검토,10,8,30,,검토력,90,A,55,18,14
AI시대진로,B3R1,AI로 가능성을 넓혀본다,부분 위임,0(면제),0(면제),10,,,AI로 작은 결과물을 만들어보고 진로를 생각한다,부분 위임→직접쪽,10,8,35,창의적 사고,탐색력,나온 추천을 그대로 정리한다,R1 무검토,2,1,10,,,78,B,55,12,9
AI시대진로,B3R2,AI로 가능성을 넓혀본다,부분 위임,0(면제),0(면제),10,,,AI로 작은 결과물을 만들어보고 진로를 생각한다,부분 위임→직접쪽,10,8,35,창의적 사고,탐색력,낯선 직업 이름과 이상한 정보만 확인한다,R2 표면검토,5,4,18,,자료판단력,86,A,63,15,12
AI시대진로,B3R3,AI로 가능성을 넓혀본다,부분 위임,0(면제),0(면제),10,,,AI로 작은 결과물을 만들어보고 진로를 생각한다,부분 위임→직접쪽,10,8,35,창의적 사고,탐색력,"내 관심, 걱정, 실제 해볼 활동과 이어지는지 다시 본다",R3 깊은검토,10,8,30,,검토력,95,S,75,20,16
AI시대진로,C1R1,사람들이 좋다고 말하는 길을 먼저 찾아본다,전체 위임,0(면제),0(면제),18,,,유튜브나 뉴스에서 본 유망한 길을 찾아본다,전체 위임,10,8,0,,,나온 추천을 그대로 정리한다,R1 무검토,2,1,10,,,30,D,28,12,9
AI시대진로,C1R2,사람들이 좋다고 말하는 길을 먼저 찾아본다,전체 위임,0(면제),0(면제),18,,,유튜브나 뉴스에서 본 유망한 길을 찾아본다,전체 위임,10,8,0,,,낯선 직업 이름과 이상한 정보만 확인한다,R2 표면검토,5,4,18,,자료판단력,45,D,36,15,12
AI시대진로,C1R3,사람들이 좋다고 말하는 길을 먼저 찾아본다,전체 위임,0(면제),0(면제),18,,,유튜브나 뉴스에서 본 유망한 길을 찾아본다,전체 위임,10,8,0,,,"내 관심, 걱정, 실제 해볼 활동과 이어지는지 다시 본다",R3 깊은검토,10,8,30,,검토력,60,C,48,20,16
AI시대진로,C2R1,사람들이 좋다고 말하는 길을 먼저 찾아본다,전체 위임,0(면제),0(면제),18,,,"부모님, 친구, 선생님이 좋다고 한 길을 따라본다",전체 위임→위임쪽,8,7,15,,,나온 추천을 그대로 정리한다,R1 무검토,2,1,10,,,38,D,43,10,8
AI시대진로,C2R2,사람들이 좋다고 말하는 길을 먼저 찾아본다,전체 위임,0(면제),0(면제),18,,,"부모님, 친구, 선생님이 좋다고 한 길을 따라본다",전체 위임→위임쪽,8,7,15,,,낯선 직업 이름과 이상한 정보만 확인한다,R2 표면검토,5,4,18,,자료판단력,55,D,51,13,11
AI시대진로,C2R3,사람들이 좋다고 말하는 길을 먼저 찾아본다,전체 위임,0(면제),0(면제),18,,,"부모님, 친구, 선생님이 좋다고 한 길을 따라본다",전체 위임→위임쪽,8,7,15,,,"내 관심, 걱정, 실제 해볼 활동과 이어지는지 다시 본다",R3 깊은검토,10,8,30,,검토력,68,C,63,18,15
AI시대진로,C3R1,사람들이 좋다고 말하는 길을 먼저 찾아본다,전체 위임,0(면제),0(면제),18,,,"인기 학과나 자격증, 안정적인 길을 먼저 찾아본다",전체 위임,9,8,10,,,나온 추천을 그대로 정리한다,R1 무검토,2,1,10,,,40,D,38,11,9
AI시대진로,C3R2,사람들이 좋다고 말하는 길을 먼저 찾아본다,전체 위임,0(면제),0(면제),18,,,"인기 학과나 자격증, 안정적인 길을 먼저 찾아본다",전체 위임,9,8,10,,,낯선 직업 이름과 이상한 정보만 확인한다,R2 표면검토,5,4,18,,자료판단력,56,D,46,14,12
AI시대진로,C3R3,사람들이 좋다고 말하는 길을 먼저 찾아본다,전체 위임,0(면제),0(면제),18,,,"인기 학과나 자격증, 안정적인 길을 먼저 찾아본다",전체 위임,9,8,10,,,"내 관심, 걱정, 실제 해볼 활동과 이어지는지 다시 본다",R3 깊은검토,10,8,30,,검토력,70,C,58,19,16
시험2주전공부,A1R1,먼저 내 실력을 확인한다,내가 직접,0(면제),0(면제),25,주체성,,문제를 조금 풀어보고 약한 단원을 찾는다,내가 직접→직접쪽,17,15,35,문제해결적 사고,학습력,계획표대로 바로 시작한다,R1 무검토,2,1,10,,,80,B,70,19,16
시험2주전공부,A1R2,먼저 내 실력을 확인한다,내가 직접,0(면제),0(면제),25,주체성,,문제를 조금 풀어보고 약한 단원을 찾는다,내가 직접→직접쪽,17,15,35,문제해결적 사고,학습력,빠진 단원이나 너무 빡센 일정만 고친다,R2 표면검토,5,4,18,,검토력,88,A,78,22,19
시험2주전공부,A1R3,먼저 내 실력을 확인한다,내가 직접,0(면제),0(면제),25,주체성,,문제를 조금 풀어보고 약한 단원을 찾는다,내가 직접→직접쪽,17,15,35,문제해결적 사고,학습력,내 오답과 남은 시간을 기준으로 우선순위를 다시 잡는다,R3 깊은검토,10,8,30,,,97,S,90,27,23
시험2주전공부,A2R1,먼저 내 실력을 확인한다,내가 직접,0(면제),0(면제),25,주체성,,시험 범위표를 보며 아는 단원과 모르는 단원을 나눈다,내가 직접,14,12,22,,자료판단력,계획표대로 바로 시작한다,R1 무검토,2,1,10,,,76,B,57,16,13
시험2주전공부,A2R2,먼저 내 실력을 확인한다,내가 직접,0(면제),0(면제),25,주체성,,시험 범위표를 보며 아는 단원과 모르는 단원을 나눈다,내가 직접,14,12,22,,자료판단력,빠진 단원이나 너무 빡센 일정만 고친다,R2 표면검토,5,4,18,,검토력,84,B,65,19,16
시험2주전공부,A2R3,먼저 내 실력을 확인한다,내가 직접,0(면제),0(면제),25,주체성,,시험 범위표를 보며 아는 단원과 모르는 단원을 나눈다,내가 직접,14,12,22,,자료판단력,내 오답과 남은 시간을 기준으로 우선순위를 다시 잡는다,R3 깊은검토,10,8,30,,학습력,92,A,77,24,20
시험2주전공부,A3R1,먼저 내 실력을 확인한다,내가 직접,0(면제),0(면제),25,주체성,,과목별 자신감과 실제 문제 풀이를 비교한다,내가 직접→직접쪽,16,14,10,,자기이해,계획표대로 바로 시작한다,R1 무검토,2,1,10,,,78,B,45,18,15
시험2주전공부,A3R2,먼저 내 실력을 확인한다,내가 직접,0(면제),0(면제),25,주체성,,과목별 자신감과 실제 문제 풀이를 비교한다,내가 직접→직접쪽,16,14,10,,자기이해,빠진 단원이나 너무 빡센 일정만 고친다,R2 표면검토,5,4,18,,검토력,86,A,53,21,18
시험2주전공부,A3R3,먼저 내 실력을 확인한다,내가 직접,0(면제),0(면제),25,주체성,,과목별 자신감과 실제 문제 풀이를 비교한다,내가 직접→직접쪽,16,14,10,,자기이해,내 오답과 남은 시간을 기준으로 우선순위를 다시 잡는다,R3 깊은검토,10,8,30,,학습력,96,S,65,26,22
시험2주전공부,B1R1,AI로 시험공부를 도와보게 한다,부분 위임,0(면제),0(면제),10,,,AI에게 2주 공부 계획표를 만들어 달라고 한다,부분 위임→위임쪽,4,3,0,,,계획표대로 바로 시작한다,R1 무검토,2,1,10,,,28,D,20,6,4
시험2주전공부,B1R2,AI로 시험공부를 도와보게 한다,부분 위임,0(면제),0(면제),10,,,AI에게 2주 공부 계획표를 만들어 달라고 한다,부분 위임→위임쪽,4,3,0,,,빠진 단원이나 너무 빡센 일정만 고친다,R2 표면검토,5,4,18,,검토력,45,D,28,9,7
시험2주전공부,B1R3,AI로 시험공부를 도와보게 한다,부분 위임,0(면제),0(면제),10,,,AI에게 2주 공부 계획표를 만들어 달라고 한다,부분 위임→위임쪽,4,3,0,,,내 오답과 남은 시간을 기준으로 우선순위를 다시 잡는다,R3 깊은검토,10,8,30,,학습력,58,D,40,14,11
시험2주전공부,B2R1,AI로 시험공부를 도와보게 한다,부분 위임,0(면제),0(면제),10,,,AI에게 내 약점을 말하고 공부 순서를 받는다,부분 위임→직접쪽,8,7,15,,,계획표대로 바로 시작한다,R1 무검토,2,1,10,,,62,C,35,10,8
시험2주전공부,B2R2,AI로 시험공부를 도와보게 한다,부분 위임,0(면제),0(면제),10,,,AI에게 내 약점을 말하고 공부 순서를 받는다,부분 위임→직접쪽,8,7,15,,,빠진 단원이나 너무 빡센 일정만 고친다,R2 표면검토,5,4,18,,검토력,76,B,43,13,11
시험2주전공부,B2R3,AI로 시험공부를 도와보게 한다,부분 위임,0(면제),0(면제),10,,,AI에게 내 약점을 말하고 공부 순서를 받는다,부분 위임→직접쪽,8,7,15,,,내 오답과 남은 시간을 기준으로 우선순위를 다시 잡는다,R3 깊은검토,10,8,30,,학습력,88,A,55,18,15
시험2주전공부,B3R1,AI로 시험공부를 도와보게 한다,부분 위임,0(면제),0(면제),10,,,내 약점과 시험 범위를 넣어 AI에게 요약본이나 예상문제를 받는다,부분 위임→위임쪽,10,9,35,문제해결적 사고,자료판단력,계획표대로 바로 시작한다,R1 무검토,2,1,10,,,68,C,55,12,10
시험2주전공부,B3R2,AI로 시험공부를 도와보게 한다,부분 위임,0(면제),0(면제),10,,,내 약점과 시험 범위를 넣어 AI에게 요약본이나 예상문제를 받는다,부분 위임→위임쪽,10,9,35,문제해결적 사고,자료판단력,빠진 단원이나 너무 빡센 일정만 고친다,R2 표면검토,5,4,18,,검토력,80,B,63,15,13
시험2주전공부,B3R3,AI로 시험공부를 도와보게 한다,부분 위임,0(면제),0(면제),10,,,내 약점과 시험 범위를 넣어 AI에게 요약본이나 예상문제를 받는다,부분 위임→위임쪽,10,9,35,문제해결적 사고,자료판단력,내 오답과 남은 시간을 기준으로 우선순위를 다시 잡는다,R3 깊은검토,10,8,30,,학습력,90,A,75,20,17
시험2주전공부,C1R1,공부한 느낌이 드는 쉬운 방법에서 시작한다,전체 위임,0(면제),0(면제),10,,,친구나 학원 계획표를 따라 한다,전체 위임→위임쪽,7,6,0,,,계획표대로 바로 시작한다,R1 무검토,2,1,10,,,20,D,20,9,7
시험2주전공부,C1R2,공부한 느낌이 드는 쉬운 방법에서 시작한다,전체 위임,0(면제),0(면제),10,,,친구나 학원 계획표를 따라 한다,전체 위임→위임쪽,7,6,0,,,빠진 단원이나 너무 빡센 일정만 고친다,R2 표면검토,5,4,18,,검토력,32,D,28,12,10
시험2주전공부,C1R3,공부한 느낌이 드는 쉬운 방법에서 시작한다,전체 위임,0(면제),0(면제),10,,,친구나 학원 계획표를 따라 한다,전체 위임→위임쪽,7,6,0,,,내 오답과 남은 시간을 기준으로 우선순위를 다시 잡는다,R3 깊은검토,10,8,30,,학습력,45,D,40,17,14
시험2주전공부,C2R1,공부한 느낌이 드는 쉬운 방법에서 시작한다,전체 위임,0(면제),0(면제),10,,,작년 시험지나 인터넷 요약 자료에 기대어 공부한다,전체 위임,10,8,10,,,계획표대로 바로 시작한다,R1 무검토,2,1,10,,,35,D,30,12,9
시험2주전공부,C2R2,공부한 느낌이 드는 쉬운 방법에서 시작한다,전체 위임,0(면제),0(면제),10,,,작년 시험지나 인터넷 요약 자료에 기대어 공부한다,전체 위임,10,8,10,,,빠진 단원이나 너무 빡센 일정만 고친다,R2 표면검토,5,4,18,,검토력,50,D,38,15,12
시험2주전공부,C2R3,공부한 느낌이 드는 쉬운 방법에서 시작한다,전체 위임,0(면제),0(면제),10,,,작년 시험지나 인터넷 요약 자료에 기대어 공부한다,전체 위임,10,8,10,,,내 오답과 남은 시간을 기준으로 우선순위를 다시 잡는다,R3 깊은검토,10,8,30,,학습력,62,C,50,20,16
시험2주전공부,C3R1,공부한 느낌이 드는 쉬운 방법에서 시작한다,전체 위임,0(면제),0(면제),10,,,책상 정리나 쉬운 과목처럼 부담 없는 일부터 한다,전체 위임,5,4,0,,,계획표대로 바로 시작한다,R1 무검토,2,1,10,,,18,D,20,7,5
시험2주전공부,C3R2,공부한 느낌이 드는 쉬운 방법에서 시작한다,전체 위임,0(면제),0(면제),10,,,책상 정리나 쉬운 과목처럼 부담 없는 일부터 한다,전체 위임,5,4,0,,,빠진 단원이나 너무 빡센 일정만 고친다,R2 표면검토,5,4,18,,검토력,28,D,28,10,8
시험2주전공부,C3R3,공부한 느낌이 드는 쉬운 방법에서 시작한다,전체 위임,0(면제),0(면제),10,,,책상 정리나 쉬운 과목처럼 부담 없는 일부터 한다,전체 위임,5,4,0,,,내 오답과 남은 시간을 기준으로 우선순위를 다시 잡는다,R3 깊은검토,10,8,30,,학습력,42,D,40,15,12
