scenario_id,leaf,tier1,tier2,review,scenario_title,scenario_learningMessage,situation_text,tier1_label,tier1_desc,tier1_lesson,tier2_label,tier2_lesson,t2_delegation_label,t2_delegation_delta,result_text,result_summary,result_lesson,result_basePoint,review_label,review_desc,review_lesson,reviewSupplement,final_score,final_grade,final_item,final_delegation,final_knowledge,final_awareness,raw_time,raw_energy,mult_time,mult_energy,discount_time_위+3,discount_energy_도+3,discount_time_위-3,discount_energy_도-3,t1_delta_위,t1_delta_도,t2_delta_위,t2_delta_도,review_delta_위,review_delta_도,total_delta_위,total_delta_도,peter_note
groupwork,A3R2,A,A3,R2,모둠 발표 자료,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",직접 조사해서 만든다,내가 자료를 찾고 모둠 발표에 맞게 슬라이드를 만든다.,내 손으로 직접 했다 — 모둠 발표는 내가 이해해야 내 파트가 된다.,자료를 살짝 보고 슬라이드를 만든다,얕게 보고 만들었다 — 슬라이드는 있지만 설명할 깊이가 없다.,0,0,검색해서 맨 위에 나온 글 몇 개를 보고 슬라이드를 만들었다. 제목과 그림은 들어갔지만 왜 이 자료를 골랐는지 설명하기가 애매했다.,겉모양은 있지만 얕은 자료,자료를 얕게 보면 발표할 때 설명할 말이 없다.,49,한 번 읽고 이상한 곳만 표시,명시적인 환각·오류만 발견.,한 번 훑어 명백한 오류를 잡았다. 도메인지식 +1,한 번 읽어 보니 설명 없이 사진만 들어간 장이 있었다. 점수 +9.,58,B,빈칸 발견 카드,0,0,읽어 보니 사진 밑에 내 설명이 없었다.,58,48,35,29,29,23,41,35,,,,,,,,,
groupwork,A3R3,A,A3,R3,모둠 발표 자료,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",직접 조사해서 만든다,내가 자료를 찾고 모둠 발표에 맞게 슬라이드를 만든다.,내 손으로 직접 했다 — 모둠 발표는 내가 이해해야 내 파트가 된다.,자료를 살짝 보고 슬라이드를 만든다,얕게 보고 만들었다 — 슬라이드는 있지만 설명할 깊이가 없다.,0,0,검색해서 맨 위에 나온 글 몇 개를 보고 슬라이드를 만들었다. 제목과 그림은 들어갔지만 왜 이 자료를 골랐는지 설명하기가 애매했다.,겉모양은 있지만 얕은 자료,자료를 얕게 보면 발표할 때 설명할 말이 없다.,49,출처 확인 + 모둠 흐름 맞추기,자료의 근거와 다른 파트와의 연결까지 확인.,출처와 모둠 흐름을 다시 보니 빠진 것이 보였다. 도메인지식 +3,자료 출처를 다시 찾고 왜 이 예시를 골랐는지 한 문장을 넣었다. 점수 +17.,66,B,자료 출처 확인 카드,0,+,출처를 다시 찾으니 내가 왜 이 자료를 썼는지 말할 수 있었다.,75,60,45,36,39,30,51,42,,,,,,,,,
groupwork,B1R1,B,B1,R1,모둠 발표 자료,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",AI에게 맡긴다,AI에게 슬라이드 초안이나 정리를 부탁한다.,AI에 위임했다 — 모둠 자료에 AI를 어디까지 쓸지 따져봐야 한다.,AI에게 내 파트 슬라이드를 한 줄로 부탁한다,AI에 다 맡겼다 — 출처 없는 자료가 내 발표가 된다.,--,-2,"AI가 바로 슬라이드 3장짜리 내용을 만들어 줬다. 통계 숫자와 멋진 문장이 들어 있었지만 출처가 없고, 책에 없는 말이 인용문처럼 적혀 있었다.",출처가 비어 있는 AI 슬라이드,AI에 통째로 맡기면 그럴듯한 거짓이 내 발표 자료가 된다.,16,그대로 제출,검토 없이 그대로 낸다.,검토를 건너뛰었다 — 검증할 기회를 놓쳤다.,,16,D,,--,--,슬라이드는 나왔지만 내가 믿을 수 있는 자료는 아니었다.,30,15,18,9,12,3,24,15,,,,,,,,,
groupwork,B1R2,B,B1,R2,모둠 발표 자료,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",AI에게 맡긴다,AI에게 슬라이드 초안이나 정리를 부탁한다.,AI에 위임했다 — 모둠 자료에 AI를 어디까지 쓸지 따져봐야 한다.,AI에게 내 파트 슬라이드를 한 줄로 부탁한다,AI에 다 맡겼다 — 출처 없는 자료가 내 발표가 된다.,--,-2,"AI가 바로 슬라이드 3장짜리 내용을 만들어 줬다. 통계 숫자와 멋진 문장이 들어 있었지만 출처가 없고, 책에 없는 말이 인용문처럼 적혀 있었다.",출처가 비어 있는 AI 슬라이드,AI에 통째로 맡기면 그럴듯한 거짓이 내 발표 자료가 된다.,16,한 번 읽고 이상한 곳만 표시,명시적인 환각·오류만 발견.,한 번 훑어 명백한 오류를 잡았다. 도메인지식 +1,한 번 읽어 보니 출처 없는 통계 숫자가 있었다. 점수 +13.,29,D,AI 슬라이드 경고 카드,--,-,그럴듯한 숫자 옆에 출처가 없었다.,38,21,23,13,17,7,29,19,,,,,,,,,
groupwork,B1R3,B,B1,R3,모둠 발표 자료,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",AI에게 맡긴다,AI에게 슬라이드 초안이나 정리를 부탁한다.,AI에 위임했다 — 모둠 자료에 AI를 어디까지 쓸지 따져봐야 한다.,AI에게 내 파트 슬라이드를 한 줄로 부탁한다,AI에 다 맡겼다 — 출처 없는 자료가 내 발표가 된다.,--,-2,"AI가 바로 슬라이드 3장짜리 내용을 만들어 줬다. 통계 숫자와 멋진 문장이 들어 있었지만 출처가 없고, 책에 없는 말이 인용문처럼 적혀 있었다.",출처가 비어 있는 AI 슬라이드,AI에 통째로 맡기면 그럴듯한 거짓이 내 발표 자료가 된다.,16,출처 확인 + 모둠 흐름 맞추기,자료의 근거와 다른 파트와의 연결까지 확인.,출처와 모둠 흐름을 다시 보니 빠진 것이 보였다. 도메인지식 +3,"통계와 인용을 다시 찾아 보고, 모둠 주제와 안 맞는 문장을 지웠다. 점수 +23.",39,C,맥락 빠진 발표,--,0,AI 슬라이드는 있었지만 우리 모둠 발표와 따로 놀았다.,55,33,33,20,27,14,39,26,,,,,,,,,
groupwork,B2R1,B,B2,R1,모둠 발표 자료,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",AI에게 맡긴다,AI에게 슬라이드 초안이나 정리를 부탁한다.,AI에 위임했다 — 모둠 자료에 AI를 어디까지 쓸지 따져봐야 한다.,AI에게 자료를 주고 슬라이드를 받아 다듬는다,재료는 줬지만 정리까지 맡겼다 — 모둠 흐름이 빠진 자료가 나온다.,0,0,내가 찾은 자료를 AI에게 넣고 슬라이드 문장을 받았다. 내용은 크게 틀리지 않았지만 모둠 친구들이 쓰는 말투와 발표 흐름과는 조금 달랐다.,자료는 있지만 모둠 흐름이 약한 슬라이드,재료를 줘도 정리까지 맡기면 모둠과 따로 노는 자료가 된다.,58,그대로 제출,검토 없이 그대로 낸다.,검토를 건너뛰었다 — 검증할 기회를 놓쳤다.,,58,B,AI 정리 자료,0,0,자료는 내 것이었지만 발표 흐름은 아직 맞지 않았다.,45,30,27,18,21,12,33,24,,,,,,,,,
groupwork,B2R2,B,B2,R2,모둠 발표 자료,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",AI에게 맡긴다,AI에게 슬라이드 초안이나 정리를 부탁한다.,AI에 위임했다 — 모둠 자료에 AI를 어디까지 쓸지 따져봐야 한다.,AI에게 자료를 주고 슬라이드를 받아 다듬는다,재료는 줬지만 정리까지 맡겼다 — 모둠 흐름이 빠진 자료가 나온다.,0,0,내가 찾은 자료를 AI에게 넣고 슬라이드 문장을 받았다. 내용은 크게 틀리지 않았지만 모둠 친구들이 쓰는 말투와 발표 흐름과는 조금 달랐다.,자료는 있지만 모둠 흐름이 약한 슬라이드,재료를 줘도 정리까지 맡기면 모둠과 따로 노는 자료가 된다.,58,한 번 읽고 이상한 곳만 표시,명시적인 환각·오류만 발견.,한 번 훑어 명백한 오류를 잡았다. 도메인지식 +1,한 번 읽어 보니 AI 문장이 발표 말투와 너무 달랐다. 점수 +8.,66,B,말투 수정 카드,0,+,AI가 쓴 문장을 내가 말할 수 있게 바꿨다.,53,36,32,22,26,16,38,28,,,,,,,,,
groupwork,B2R3,B,B2,R3,모둠 발표 자료,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",AI에게 맡긴다,AI에게 슬라이드 초안이나 정리를 부탁한다.,AI에 위임했다 — 모둠 자료에 AI를 어디까지 쓸지 따져봐야 한다.,AI에게 자료를 주고 슬라이드를 받아 다듬는다,재료는 줬지만 정리까지 맡겼다 — 모둠 흐름이 빠진 자료가 나온다.,0,0,내가 찾은 자료를 AI에게 넣고 슬라이드 문장을 받았다. 내용은 크게 틀리지 않았지만 모둠 친구들이 쓰는 말투와 발표 흐름과는 조금 달랐다.,자료는 있지만 모둠 흐름이 약한 슬라이드,재료를 줘도 정리까지 맡기면 모둠과 따로 노는 자료가 된다.,58,출처 확인 + 모둠 흐름 맞추기,자료의 근거와 다른 파트와의 연결까지 확인.,출처와 모둠 흐름을 다시 보니 빠진 것이 보였다. 도메인지식 +3,자료 출처를 다시 붙이고 친구 파트와 이어지는 순서로 바꿨다. 점수 +15.,73,A,AI 슬라이드 검수 카드,0,+,AI가 정리한 자료도 모둠 흐름에 다시 맞춰야 했다.,70,48,42,29,36,23,48,35,,,,,,,,,
groupwork,B3R1,B,B3,R1,모둠 발표 자료,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",AI에게 맡긴다,AI에게 슬라이드 초안이나 정리를 부탁한다.,AI에 위임했다 — 모둠 자료에 AI를 어디까지 쓸지 따져봐야 한다.,내가 조사한 뒤 AI에게 정리 도움을 받고 검수한다,AI에 정리만 맡겼다 — 자료와 출처는 내 것.,+,1,"내가 먼저 자료를 찾고 출처를 적은 뒤, AI에게 슬라이드 문장을 짧게 정리해 달라고 했다. 마지막에는 숫자와 인용을 다시 확인하고 모둠 채팅방에 공유했다.",AI 도움을 받은 검수된 슬라이드,AI는 정리하는 자리에서 가장 잘 쓰인다 — 출처와 흐름은 내 일.,70,그대로 제출,검토 없이 그대로 낸다.,검토를 건너뛰었다 — 검증할 기회를 놓쳤다.,,70,A,다듬은 슬라이드 카드,+,+,내가 찾은 자료라 발표할 때 덜 흔들렸다.,55,45,33,27,27,21,39,33,,,,,,,,,
groupwork,B3R2,B,B3,R2,모둠 발표 자료,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",AI에게 맡긴다,AI에게 슬라이드 초안이나 정리를 부탁한다.,AI에 위임했다 — 모둠 자료에 AI를 어디까지 쓸지 따져봐야 한다.,내가 조사한 뒤 AI에게 정리 도움을 받고 검수한다,AI에 정리만 맡겼다 — 자료와 출처는 내 것.,+,1,"내가 먼저 자료를 찾고 출처를 적은 뒤, AI에게 슬라이드 문장을 짧게 정리해 달라고 했다. 마지막에는 숫자와 인용을 다시 확인하고 모둠 채팅방에 공유했다.",AI 도움을 받은 검수된 슬라이드,AI는 정리하는 자리에서 가장 잘 쓰인다 — 출처와 흐름은 내 일.,70,한 번 읽고 이상한 곳만 표시,명시적인 환각·오류만 발견.,한 번 훑어 명백한 오류를 잡았다. 도메인지식 +1,한 번 읽어 보니 AI가 줄인 문장 하나에서 중요한 조건이 빠져 있었다. 점수 +5.,75,A,AI 슬라이드 검수 카드,+,+,AI가 줄인 문장을 다시 보니 빠진 말이 보였다.,63,51,38,31,32,25,44,37,,,,,,,,,
groupwork,B3R3,B,B3,R3,모둠 발표 자료,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",AI에게 맡긴다,AI에게 슬라이드 초안이나 정리를 부탁한다.,AI에 위임했다 — 모둠 자료에 AI를 어디까지 쓸지 따져봐야 한다.,내가 조사한 뒤 AI에게 정리 도움을 받고 검수한다,AI에 정리만 맡겼다 — 자료와 출처는 내 것.,+,1,"내가 먼저 자료를 찾고 출처를 적은 뒤, AI에게 슬라이드 문장을 짧게 정리해 달라고 했다. 마지막에는 숫자와 인용을 다시 확인하고 모둠 채팅방에 공유했다.",AI 도움을 받은 검수된 슬라이드,AI는 정리하는 자리에서 가장 잘 쓰인다 — 출처와 흐름은 내 일.,70,출처 확인 + 모둠 흐름 맞추기,자료의 근거와 다른 파트와의 연결까지 확인.,출처와 모둠 흐름을 다시 보니 빠진 것이 보였다. 도메인지식 +3,"출처, 숫자, 발표 순서를 다시 확인하고 모둠원에게 공유했다. 점수 +10.",80,A,자료 출처 확인 카드,+,++,"AI는 정리를 도왔고, 출처와 흐름은 내가 붙잡았다.",80,63,48,38,42,32,54,44,,,,,,,,,
groupwork,C1R1,C,C1,R1,모둠 발표 자료,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",다른 데 기대서 넘긴다,다른 모둠원이나 예전 자료에 기대서 빨리 넘긴다.,다른 데 기댔다 — 빠른 길이지만 내 파트가 점점 사라진다.,다른 애들이 잘하니까 적당히만 한다,내 파트를 가볍게 봤다 — 모둠 발표에 빈틈이 생긴다.,-,-1,다른 친구들이 잘할 것 같아서 내 파트는 제목과 사진 중심으로 적당히 채웠다. 발표 연습 때 내 부분에서 설명이 짧아져서 다음 친구가 갑자기 이어 받아야 했다.,빈틈이 생긴 모둠 파트,내 파트를 가볍게 채우면 그 빈자리는 친구가 떠안는다.,50,그대로 제출,검토 없이 그대로 낸다.,검토를 건너뛰었다 — 검증할 기회를 놓쳤다.,,50,C,빈틈 난 파트 카드,-,-,내 파트가 짧아지니 다음 친구가 갑자기 떠안았다.,35,25,21,15,15,9,27,21,,,,,,,,,
groupwork,C1R2,C,C1,R2,모둠 발표 자료,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",다른 데 기대서 넘긴다,다른 모둠원이나 예전 자료에 기대서 빨리 넘긴다.,다른 데 기댔다 — 빠른 길이지만 내 파트가 점점 사라진다.,다른 애들이 잘하니까 적당히만 한다,내 파트를 가볍게 봤다 — 모둠 발표에 빈틈이 생긴다.,-,-1,다른 친구들이 잘할 것 같아서 내 파트는 제목과 사진 중심으로 적당히 채웠다. 발표 연습 때 내 부분에서 설명이 짧아져서 다음 친구가 갑자기 이어 받아야 했다.,빈틈이 생긴 모둠 파트,내 파트를 가볍게 채우면 그 빈자리는 친구가 떠안는다.,50,한 번 읽고 이상한 곳만 표시,명시적인 환각·오류만 발견.,한 번 훑어 명백한 오류를 잡았다. 도메인지식 +1,한 번 읽어 보니 내가 설명할 문장이 거의 없었다. 점수 +8.,58,B,설명 부족 경고 카드,-,0,적당히 채운 슬라이드는 내가 말할 때 바로 티가 났다.,43,31,26,19,20,13,32,25,,,,,,,,,
groupwork,C1R3,C,C1,R3,모둠 발표 자료,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",다른 데 기대서 넘긴다,다른 모둠원이나 예전 자료에 기대서 빨리 넘긴다.,다른 데 기댔다 — 빠른 길이지만 내 파트가 점점 사라진다.,다른 애들이 잘하니까 적당히만 한다,내 파트를 가볍게 봤다 — 모둠 발표에 빈틈이 생긴다.,-,-1,다른 친구들이 잘할 것 같아서 내 파트는 제목과 사진 중심으로 적당히 채웠다. 발표 연습 때 내 부분에서 설명이 짧아져서 다음 친구가 갑자기 이어 받아야 했다.,빈틈이 생긴 모둠 파트,내 파트를 가볍게 채우면 그 빈자리는 친구가 떠안는다.,50,출처 확인 + 모둠 흐름 맞추기,자료의 근거와 다른 파트와의 연결까지 확인.,출처와 모둠 흐름을 다시 보니 빠진 것이 보였다. 도메인지식 +3,빈 슬라이드에 자료와 설명을 더하고 다음 파트와 연결되는 말을 적었다. 점수 +18.,68,B,다시 채운 파트 카드,-,+,빈 부분을 채우니 친구 발표와 겨우 이어졌다.,60,43,36,26,30,20,42,32,,,,,,,,,
groupwork,C2R1,C,C2,R1,모둠 발표 자료,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",다른 데 기대서 넘긴다,다른 모둠원이나 예전 자료에 기대서 빨리 넘긴다.,다른 데 기댔다 — 빠른 길이지만 내 파트가 점점 사라진다.,작년 발표 자료를 베낀다,남의 틀을 가져왔다 — 우리 주제가 그 안에 들어가지 않는다.,-,-1,작년에 누가 만든 발표 자료를 찾아서 비슷하게 바꿨다. 슬라이드는 빨리 나왔지만 우리 모둠 주제와 맞지 않는 예시가 그대로 남아 있었다.,주제와 어긋난 작년 자료,작년 발표는 작년 주제 — 우리 발표에는 우리 자료가 필요하다.,42,그대로 제출,검토 없이 그대로 낸다.,검토를 건너뛰었다 — 검증할 기회를 놓쳤다.,,42,C,작년 자료 그림자 카드,-,-,작년 자료가 우리 모둠 주제보다 먼저 보였다.,40,28,24,17,18,11,30,23,,,,,,,,,
groupwork,C2R2,C,C2,R2,모둠 발표 자료,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",다른 데 기대서 넘긴다,다른 모둠원이나 예전 자료에 기대서 빨리 넘긴다.,다른 데 기댔다 — 빠른 길이지만 내 파트가 점점 사라진다.,작년 발표 자료를 베낀다,남의 틀을 가져왔다 — 우리 주제가 그 안에 들어가지 않는다.,-,-1,작년에 누가 만든 발표 자료를 찾아서 비슷하게 바꿨다. 슬라이드는 빨리 나왔지만 우리 모둠 주제와 맞지 않는 예시가 그대로 남아 있었다.,주제와 어긋난 작년 자료,작년 발표는 작년 주제 — 우리 발표에는 우리 자료가 필요하다.,42,한 번 읽고 이상한 곳만 표시,명시적인 환각·오류만 발견.,한 번 훑어 명백한 오류를 잡았다. 도메인지식 +1,한 번 읽어 보니 작년 주제에 맞는 예시가 그대로 있었다. 점수 +10.,52,C,낡은 예시 경고 카드,-,0,안 맞는 예시가 그대로 있어서 발표가 이상해졌다.,48,34,29,20,23,14,35,26,,,,,,,,,
groupwork,C2R3,C,C2,R3,모둠 발표 자료,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",다른 데 기대서 넘긴다,다른 모둠원이나 예전 자료에 기대서 빨리 넘긴다.,다른 데 기댔다 — 빠른 길이지만 내 파트가 점점 사라진다.,작년 발표 자료를 베낀다,남의 틀을 가져왔다 — 우리 주제가 그 안에 들어가지 않는다.,-,-1,작년에 누가 만든 발표 자료를 찾아서 비슷하게 바꿨다. 슬라이드는 빨리 나왔지만 우리 모둠 주제와 맞지 않는 예시가 그대로 남아 있었다.,주제와 어긋난 작년 자료,작년 발표는 작년 주제 — 우리 발표에는 우리 자료가 필요하다.,42,출처 확인 + 모둠 흐름 맞추기,자료의 근거와 다른 파트와의 연결까지 확인.,출처와 모둠 흐름을 다시 보니 빠진 것이 보였다. 도메인지식 +3,작년 자료에서 안 맞는 부분을 빼고 우리 모둠 주제에 맞게 다시 바꿨다. 점수 +20.,62,B,주제 다시 맞춤 카드,-,+,베낀 틀을 지우고 나니 우리 주제가 보이기 시작했다.,65,46,39,28,33,22,45,34,,,,,,,,,
groupwork,C3R1,C,C3,R1,모둠 발표 자료,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",다른 데 기대서 넘긴다,다른 모둠원이나 예전 자료에 기대서 빨리 넘긴다.,다른 데 기댔다 — 빠른 길이지만 내 파트가 점점 사라진다.,모둠원에게 네가 좀 해 달라고 한다,내 파트를 떠넘겼다 — 발표 당일 내가 설명할 수 없게 된다.,--,-2,모둠원에게 내 파트까지 좀 해 달라고 보냈다. 친구가 몇 줄을 도와주긴 했지만 발표 연습 때 내가 내 슬라이드를 잘 설명하지 못했다.,내가 설명하지 못한 내 파트,내 파트를 떠넘기면 발표 당일 내가 답할 수 없다.,11,그대로 제출,검토 없이 그대로 낸다.,검토를 건너뛰었다 — 검증할 기회를 놓쳤다.,,11,D,,--,--,내 파트인데 내가 설명하지 못했다.,20,15,12,9,6,3,18,15,,,,,,,,,
groupwork,C3R2,C,C3,R2,모둠 발표 자료,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",다른 데 기대서 넘긴다,다른 모둠원이나 예전 자료에 기대서 빨리 넘긴다.,다른 데 기댔다 — 빠른 길이지만 내 파트가 점점 사라진다.,모둠원에게 네가 좀 해 달라고 한다,내 파트를 떠넘겼다 — 발표 당일 내가 설명할 수 없게 된다.,--,-2,모둠원에게 내 파트까지 좀 해 달라고 보냈다. 친구가 몇 줄을 도와주긴 했지만 발표 연습 때 내가 내 슬라이드를 잘 설명하지 못했다.,내가 설명하지 못한 내 파트,내 파트를 떠넘기면 발표 당일 내가 답할 수 없다.,11,한 번 읽고 이상한 곳만 표시,명시적인 환각·오류만 발견.,한 번 훑어 명백한 오류를 잡았다. 도메인지식 +1,한 번 읽어 보니 내가 설명할 수 없는 문장이 많았다. 점수 +11.,22,D,,--,-,친구가 써 준 문장을 읽어도 내 말처럼 나오지 않았다.,28,21,17,13,11,7,23,19,,,,,,,,,
