시나리오 ID,시나리오 타이틀,상황,시나리오 의도,시나리오 메시지,leaf 좌표,1차 선택,1차 의도,1차 메시지,1차 시간비용,1차 에너지비용,1차 위임판단력 변화,1차 도메인지식 변화,tier1 베이스,tier1 변수,더 자세히 선택,더 자세히 의도,더 자세히 메시지,더 자세히 시간비용,더 자세히 에너지비용,더 자세히 위임판단력 변화,더 자세히 도메인지식 변화,tier2 베이스,tier2 변수,검토 선택,검토 의도,검토 학생 narrative (Cut5/Cut6 메인),검토 시간비용,검토 에너지비용,검토 위임판단력 변화,검토 도메인지식 변화,review 점수,합산 점수 (t1.base+var + t2.base+var + review),매칭 그룹 (matchGroups),직접 매칭 카드 (axisDelta.requireCard),직접 매칭 보너스 (axisDelta.bonusPoint),직접 매칭 노트 (axisDelta.note),획득 역량카드 목록 (competencyCards),EXP 보상 (expRewards),[검수참고] results.text,[검수참고] results.summary,[검수참고] results.lesson,[검수참고·코드미사용] finals.score,[검수참고] finals.grade,[검수참고] finals.item,[검수참고] finals.awareness
eorinwangja,어린왕자 독후감,어린왕자 독후감을 100자로 써야 하는데 책을 안 읽었습니다.,고전 텍스트 해석을 AI 요약과 자기 시선 사이에서 다루는 회기. 문해력·해석·공감 자리.,"경험은 위임 불가. 본인이 안 한 일은 AI도, 인터넷도, 친구도 대신해 줄 수 없다.",B2R2,B. AI에게 부탁한다,AI에 위임했다 — 안 읽은 책을 AI가 대신 읽어 줄 수는 없다.,AI에게 책 내용과 감상을 받아 본다.,6,5,-,-,20,4,B2. AI에게 책 줄거리와 인용을 받아 본인이 정리해 쓴다,재료는 받았지만 책은 통과하지 않았다 — 인용이 내 것이 아니라 검증이 필요하다.,"어린왕자는 여러 별을 지나 지구에 와서 여우를 만난다. AI가 알려준 ""가장 중요한 것은 마음으로 본다""는 말처럼 관계와 책임이 핵심이라고 생각했다.",4,8,0,0,20,5,R2. 한 번 읽고 이상한 곳만 표시,한 번 훑어 명백한 오류를 잡았다. 도메인지식 +1,한 번 읽으며 AI가 준 인용이 책 어디에서 나온 건지 알 수 없다는 것이 보였다.,5,4,0,+,20,69,인식·해석,,,,"해석능력, 검수능력, 비판적 사고",8,"어린왕자는 여러 별을 지나 지구에 와서 여우를 만난다. AI가 알려준 ""가장 중요한 것은 마음으로 본다""는 말처럼 관계와 책임이 핵심이라고 생각했다.",AI 재료로 정리한 독후감,AI가 준 인용은 그럴듯해 보여도 책을 통과하지 않은 정리는 위태롭다.,59,B,인용 점검 카드,그럴듯한 인용도 그냥 믿으면 위험했다.
eorinwangja,어린왕자 독후감,어린왕자 독후감을 100자로 써야 하는데 책을 안 읽었습니다.,고전 텍스트 해석을 AI 요약과 자기 시선 사이에서 다루는 회기. 문해력·해석·공감 자리.,"경험은 위임 불가. 본인이 안 한 일은 AI도, 인터넷도, 친구도 대신해 줄 수 없다.",B2R3,B. AI에게 부탁한다,AI에 위임했다 — 안 읽은 책을 AI가 대신 읽어 줄 수는 없다.,AI에게 책 내용과 감상을 받아 본다.,6,5,-,-,20,4,B2. AI에게 책 줄거리와 인용을 받아 본인이 정리해 쓴다,재료는 받았지만 책은 통과하지 않았다 — 인용이 내 것이 아니라 검증이 필요하다.,"어린왕자는 여러 별을 지나 지구에 와서 여우를 만난다. AI가 알려준 ""가장 중요한 것은 마음으로 본다""는 말처럼 관계와 책임이 핵심이라고 생각했다.",4,8,0,0,20,5,R3. 출처 확인 + 크로스체크,출처와 대조하니 미세 오류까지 보였다. 도메인지식 +3,책 원전과 대조하니 인용이 다듬어진 표현이라 직접 인용을 다시 찾았다.,15,11,0,++,30,79,인식·해석,검수능력,5,AI가 준 인용을 책 원전과 대조하는 자리 — 검수능력 카드와 강한 매칭,"해석능력, 검수능력, 자기검증, 비판적 사고",12,"어린왕자는 여러 별을 지나 지구에 와서 여우를 만난다. AI가 알려준 ""가장 중요한 것은 마음으로 본다""는 말처럼 관계와 책임이 핵심이라고 생각했다.",AI 재료로 정리한 독후감,AI가 준 인용은 그럴듯해 보여도 책을 통과하지 않은 정리는 위태롭다.,68,B,검증의 눈 카드,"AI는 도구고, 책 원전은 내가 펼쳐야 했다."
eorinwangja,어린왕자 독후감,어린왕자 독후감을 100자로 써야 하는데 책을 안 읽었습니다.,고전 텍스트 해석을 AI 요약과 자기 시선 사이에서 다루는 회기. 문해력·해석·공감 자리.,"경험은 위임 불가. 본인이 안 한 일은 AI도, 인터넷도, 친구도 대신해 줄 수 없다.",B3R1,B. AI에게 부탁한다,AI에 위임했다 — 안 읽은 책을 AI가 대신 읽어 줄 수는 없다.,AI에게 책 내용과 감상을 받아 본다.,6,5,-,-,20,4,B3. 본인이 먼저 감상을 끝까지 써 보고 AI에게 표현만 다듬어 달라 한다,"감상은 내가 끝까지 통과했고 AI는 표현만 다듬었다 — 내 책, 내 말.","여우가 어린왕자에게 길들임을 가르치는 장면이 좋다고 끝까지 내가 먼저 썼다. AI에게 어색한 표현만 다듬어 달라 했고, 다듬은 문장과 처음 문장을 비교해 내 말 같은 쪽을 골라 남겼다.",6,16,++,++,20,10,R1. 그대로 제출,검토를 건너뛰었다 — 검증할 기회를 놓쳤다.,자기 감상을 끝까지 먼저 쓰고 AI에는 표현만 다듬어 받았다. 감상의 무게는 자기 안에 있었다.,2,1,++,++,10,64,인식·해석 / 표현·소통,,,,"문해력, 공감력, 검수능력",3,"여우가 어린왕자에게 길들임을 가르치는 장면이 좋다고 끝까지 내가 먼저 썼다. AI에게 어색한 표현만 다듬어 달라 했고, 다듬은 문장과 처음 문장을 비교해 내 말 같은 쪽을 골라 남겼다.",자기 감상을 끝까지 + AI는 다듬기만,"감상은 내가 끝까지 책을 통과해야 나오고, AI는 표현 다듬는 자리에서만 도구가 된다 — 위임할 수 없는 자리, 위임할 수 있는 자리.",88,S,자기 주도 + 다듬기 카드,감상은 내가 끝까지 통과했고 AI는 표현만 다듬었다.
eorinwangja,어린왕자 독후감,어린왕자 독후감을 100자로 써야 하는데 책을 안 읽었습니다.,고전 텍스트 해석을 AI 요약과 자기 시선 사이에서 다루는 회기. 문해력·해석·공감 자리.,"경험은 위임 불가. 본인이 안 한 일은 AI도, 인터넷도, 친구도 대신해 줄 수 없다.",B3R2,B. AI에게 부탁한다,AI에 위임했다 — 안 읽은 책을 AI가 대신 읽어 줄 수는 없다.,AI에게 책 내용과 감상을 받아 본다.,6,5,-,-,20,4,B3. 본인이 먼저 감상을 끝까지 써 보고 AI에게 표현만 다듬어 달라 한다,"감상은 내가 끝까지 통과했고 AI는 표현만 다듬었다 — 내 책, 내 말.","여우가 어린왕자에게 길들임을 가르치는 장면이 좋다고 끝까지 내가 먼저 썼다. AI에게 어색한 표현만 다듬어 달라 했고, 다듬은 문장과 처음 문장을 비교해 내 말 같은 쪽을 골라 남겼다.",6,16,++,++,20,10,R2. 한 번 읽고 이상한 곳만 표시,한 번 훑어 명백한 오류를 잡았다. 도메인지식 +1,한 번 읽으며 AI가 바꾼 표현 하나가 자기 감상 같지 않아 처음 쓴 문장으로 되돌렸다.,5,4,++,++,20,74,인식·해석 / 표현·소통,검수능력,5,AI가 다듬은 표현을 자기 말투에 맞춰 검수하는 자리 — 검수능력 카드와 강한 매칭,"문해력, 공감력, 검수능력, 비판적 사고",5,"여우가 어린왕자에게 길들임을 가르치는 장면이 좋다고 끝까지 내가 먼저 썼다. AI에게 어색한 표현만 다듬어 달라 했고, 다듬은 문장과 처음 문장을 비교해 내 말 같은 쪽을 골라 남겼다.",자기 감상을 끝까지 + AI는 다듬기만,"감상은 내가 끝까지 책을 통과해야 나오고, AI는 표현 다듬는 자리에서만 도구가 된다 — 위임할 수 없는 자리, 위임할 수 있는 자리.",93,S,검수한 다듬기 카드,AI가 바꾼 표현 중 내 말 같지 않은 것은 되돌렸다.
eorinwangja,어린왕자 독후감,어린왕자 독후감을 100자로 써야 하는데 책을 안 읽었습니다.,고전 텍스트 해석을 AI 요약과 자기 시선 사이에서 다루는 회기. 문해력·해석·공감 자리.,"경험은 위임 불가. 본인이 안 한 일은 AI도, 인터넷도, 친구도 대신해 줄 수 없다.",B3R3,B. AI에게 부탁한다,AI에 위임했다 — 안 읽은 책을 AI가 대신 읽어 줄 수는 없다.,AI에게 책 내용과 감상을 받아 본다.,6,5,-,-,20,4,B3. 본인이 먼저 감상을 끝까지 써 보고 AI에게 표현만 다듬어 달라 한다,"감상은 내가 끝까지 통과했고 AI는 표현만 다듬었다 — 내 책, 내 말.","여우가 어린왕자에게 길들임을 가르치는 장면이 좋다고 끝까지 내가 먼저 썼다. AI에게 어색한 표현만 다듬어 달라 했고, 다듬은 문장과 처음 문장을 비교해 내 말 같은 쪽을 골라 남겼다.",6,16,++,++,20,10,R3. 출처 확인 + 크로스체크,출처와 대조하니 미세 오류까지 보였다. 도메인지식 +3,처음 쓴 문장과 AI가 다듬은 문장을 한 줄씩 비교해 자기 말에 맞는 쪽만 남겼다.,15,11,++,++,30,84,인식·해석 / 표현·소통,,,,"문해력, 공감력, 해석능력, 검수능력, 자기검증",10,"여우가 어린왕자에게 길들임을 가르치는 장면이 좋다고 끝까지 내가 먼저 썼다. AI에게 어색한 표현만 다듬어 달라 했고, 다듬은 문장과 처음 문장을 비교해 내 말 같은 쪽을 골라 남겼다.",자기 감상을 끝까지 + AI는 다듬기만,"감상은 내가 끝까지 책을 통과해야 나오고, AI는 표현 다듬는 자리에서만 도구가 된다 — 위임할 수 없는 자리, 위임할 수 있는 자리.",100,S,머무른 감상 + 다듬기 카드,"처음 쓴 문장과 다듬은 문장을 비교해 내 말로 골랐다 — AI는 도구, 감상은 내 일."
eorinwangja,어린왕자 독후감,어린왕자 독후감을 100자로 써야 하는데 책을 안 읽었습니다.,고전 텍스트 해석을 AI 요약과 자기 시선 사이에서 다루는 회기. 문해력·해석·공감 자리.,"경험은 위임 불가. 본인이 안 한 일은 AI도, 인터넷도, 친구도 대신해 줄 수 없다.",C1R1,C. 다른 자료·사람에게 기댄다,"다른 데서 가져왔다 — 적절히 골라 쓸 수도, 책 자리를 비울 수도 있다.","전에 본 영화나 친구 줄거리, 흔한 인상에 기대 풀어간다.",14,11,0,0,20,6,C1. 전에 본 어린왕자 영화·애니메이션 기억을 끝까지 끌어내어 본인 감상으로 다시 쓰고 책 자리와 분리해 표시한다,"다른 매체로 통과한 어린왕자를 자기 감상으로 다시 썼고, 책 자리와 매체 자리를 분리했다 — 자기 자료를 적극적으로, 정직하게 가져왔다.","어렸을 때 본 어린왕자 애니메이션이 떠올랐다. 여우가 길들임을 말하는 장면이 그때도 인상 깊었는데, 지금 다시 생각하니 시간을 들인 관계가 특별해진다는 말로 들렸다. 책은 안 읽었으니 책 장면은 적지 않고 애니메이션에서 내가 통과한 부분만 자기 감상으로 다시 정리했다.",4,12,++,++,20,10,R1. 그대로 제출,검토를 건너뛰었다 — 검증할 기회를 놓쳤다.,어렸을 때 본 애니메이션 기억으로 자기 감상을 다시 썼고 책 자리는 비웠다. 통과한 매체를 자기 자료로 가져왔다.,2,1,++,++,10,66,자기성찰 / 인식·해석,,,,"공감력, 해석능력, 자기성찰",5,"어렸을 때 본 어린왕자 애니메이션이 떠올랐다. 여우가 길들임을 말하는 장면이 그때도 인상 깊었는데, 지금 다시 생각하니 시간을 들인 관계가 특별해진다는 말로 들렸다. 책은 안 읽었으니 책 장면은 적지 않고 애니메이션에서 내가 통과한 부분만 자기 감상으로 다시 정리했다.",다른 매체로 통과한 자기 감상 + 책 자리 정직 분리,"자기가 통과한 다른 매체는 자기 자료가 된다 — 단, 책 자리와 분리해 정직하게 표시할 때 정점이 된다.",88,S,자기 매체 통과 카드,다른 매체로 통과한 어린왕자를 자기 감상으로 다시 썼다.
eorinwangja,어린왕자 독후감,어린왕자 독후감을 100자로 써야 하는데 책을 안 읽었습니다.,고전 텍스트 해석을 AI 요약과 자기 시선 사이에서 다루는 회기. 문해력·해석·공감 자리.,"경험은 위임 불가. 본인이 안 한 일은 AI도, 인터넷도, 친구도 대신해 줄 수 없다.",C1R2,C. 다른 자료·사람에게 기댄다,"다른 데서 가져왔다 — 적절히 골라 쓸 수도, 책 자리를 비울 수도 있다.","전에 본 영화나 친구 줄거리, 흔한 인상에 기대 풀어간다.",14,11,0,0,20,6,C1. 전에 본 어린왕자 영화·애니메이션 기억을 끝까지 끌어내어 본인 감상으로 다시 쓰고 책 자리와 분리해 표시한다,"다른 매체로 통과한 어린왕자를 자기 감상으로 다시 썼고, 책 자리와 매체 자리를 분리했다 — 자기 자료를 적극적으로, 정직하게 가져왔다.","어렸을 때 본 어린왕자 애니메이션이 떠올랐다. 여우가 길들임을 말하는 장면이 그때도 인상 깊었는데, 지금 다시 생각하니 시간을 들인 관계가 특별해진다는 말로 들렸다. 책은 안 읽었으니 책 장면은 적지 않고 애니메이션에서 내가 통과한 부분만 자기 감상으로 다시 정리했다.",4,12,++,++,20,10,R2. 한 번 읽고 이상한 곳만 표시,한 번 훑어 명백한 오류를 잡았다. 도메인지식 +1,한 번 읽으며 애니메이션 장면을 책 장면처럼 적은 한 줄을 발견하고 매체 출처를 명시했다.,5,4,++,++,20,76,자기성찰 / 인식·해석,,,,"공감력, 해석능력, 자기성찰, 비판적 사고",7,"어렸을 때 본 어린왕자 애니메이션이 떠올랐다. 여우가 길들임을 말하는 장면이 그때도 인상 깊었는데, 지금 다시 생각하니 시간을 들인 관계가 특별해진다는 말로 들렸다. 책은 안 읽었으니 책 장면은 적지 않고 애니메이션에서 내가 통과한 부분만 자기 감상으로 다시 정리했다.",다른 매체로 통과한 자기 감상 + 책 자리 정직 분리,"자기가 통과한 다른 매체는 자기 자료가 된다 — 단, 책 자리와 분리해 정직하게 표시할 때 정점이 된다.",93,S,매체 분리 카드,애니메이션 장면을 책 장면처럼 적은 자리를 발견해 출처를 명시했다.
eorinwangja,어린왕자 독후감,어린왕자 독후감을 100자로 써야 하는데 책을 안 읽었습니다.,고전 텍스트 해석을 AI 요약과 자기 시선 사이에서 다루는 회기. 문해력·해석·공감 자리.,"경험은 위임 불가. 본인이 안 한 일은 AI도, 인터넷도, 친구도 대신해 줄 수 없다.",C1R3,C. 다른 자료·사람에게 기댄다,"다른 데서 가져왔다 — 적절히 골라 쓸 수도, 책 자리를 비울 수도 있다.","전에 본 영화나 친구 줄거리, 흔한 인상에 기대 풀어간다.",14,11,0,0,20,6,C1. 전에 본 어린왕자 영화·애니메이션 기억을 끝까지 끌어내어 본인 감상으로 다시 쓰고 책 자리와 분리해 표시한다,"다른 매체로 통과한 어린왕자를 자기 감상으로 다시 썼고, 책 자리와 매체 자리를 분리했다 — 자기 자료를 적극적으로, 정직하게 가져왔다.","어렸을 때 본 어린왕자 애니메이션이 떠올랐다. 여우가 길들임을 말하는 장면이 그때도 인상 깊었는데, 지금 다시 생각하니 시간을 들인 관계가 특별해진다는 말로 들렸다. 책은 안 읽었으니 책 장면은 적지 않고 애니메이션에서 내가 통과한 부분만 자기 감상으로 다시 정리했다.",4,12,++,++,20,10,R3. 출처 확인 + 크로스체크,출처와 대조하니 미세 오류까지 보였다. 도메인지식 +3,다른 매체에서 본 부분과 지금 자기 감상을 한 단락씩 분리해 다시 정리했다.,15,11,++,++,30,86,자기성찰 / 인식·해석,해석능력,5,다른 매체로 통과한 부분과 지금 자기 감상을 분리해 다시 정리하는 자리 — 해석능력 카드와 강한 매칭,"공감력, 해석능력, 문해력, 자기성찰, 자기검증",9,"어렸을 때 본 어린왕자 애니메이션이 떠올랐다. 여우가 길들임을 말하는 장면이 그때도 인상 깊었는데, 지금 다시 생각하니 시간을 들인 관계가 특별해진다는 말로 들렸다. 책은 안 읽었으니 책 장면은 적지 않고 애니메이션에서 내가 통과한 부분만 자기 감상으로 다시 정리했다.",다른 매체로 통과한 자기 감상 + 책 자리 정직 분리,"자기가 통과한 다른 매체는 자기 자료가 된다 — 단, 책 자리와 분리해 정직하게 표시할 때 정점이 된다.",100,S,매체 비교 + 자기 감상 카드,다른 매체에서 통과한 부분과 지금 내 감상을 분리해 정리했다 — 자기 자료를 정직하게 가져왔다.
eorinwangja,어린왕자 독후감,어린왕자 독후감을 100자로 써야 하는데 책을 안 읽었습니다.,고전 텍스트 해석을 AI 요약과 자기 시선 사이에서 다루는 회기. 문해력·해석·공감 자리.,"경험은 위임 불가. 본인이 안 한 일은 AI도, 인터넷도, 친구도 대신해 줄 수 없다.",C2R1,C. 다른 자료·사람에게 기댄다,"다른 데서 가져왔다 — 적절히 골라 쓸 수도, 책 자리를 비울 수도 있다.","전에 본 영화나 친구 줄거리, 흔한 인상에 기대 풀어간다.",14,11,0,0,20,6,C2. 책을 읽은 친구에게 줄거리를 듣고 그대로 옮겨 쓴다,친구가 읽은 책이 내 자리에 들어왔다 — 친구의 책은 내 것이 아니다.,친구가 어린왕자는 별에서 장미를 두고 와 후회하는 이야기라고 했다. 마지막에 별로 돌아간다고 들어서 이 책은 이별에 관한 이야기 같다.,2,6,--,-,20,1,R1. 그대로 제출,검토를 건너뛰었다 — 검증할 기회를 놓쳤다.,친구가 들려준 줄거리를 그대로 옮겨 적어 냈다. 친구가 읽은 책이 자기 자리에 들어왔다.,2,1,--,-,10,57,인식·해석,,,,,3,친구가 어린왕자는 별에서 장미를 두고 와 후회하는 이야기라고 했다. 마지막에 별로 돌아간다고 들어서 이 책은 이별에 관한 이야기 같다.,친구가 들어간 독후감,친구의 책은 친구의 것이다 — 전달 과정에서 책이 흐려진다.,28,D,친구 그림자 카드,친구의 책이 내 자리에 들어와 있었다.
eorinwangja,어린왕자 독후감,어린왕자 독후감을 100자로 써야 하는데 책을 안 읽었습니다.,고전 텍스트 해석을 AI 요약과 자기 시선 사이에서 다루는 회기. 문해력·해석·공감 자리.,"경험은 위임 불가. 본인이 안 한 일은 AI도, 인터넷도, 친구도 대신해 줄 수 없다.",C2R2,C. 다른 자료·사람에게 기댄다,"다른 데서 가져왔다 — 적절히 골라 쓸 수도, 책 자리를 비울 수도 있다.","전에 본 영화나 친구 줄거리, 흔한 인상에 기대 풀어간다.",14,11,0,0,20,6,C2. 책을 읽은 친구에게 줄거리를 듣고 그대로 옮겨 쓴다,친구가 읽은 책이 내 자리에 들어왔다 — 친구의 책은 내 것이 아니다.,친구가 어린왕자는 별에서 장미를 두고 와 후회하는 이야기라고 했다. 마지막에 별로 돌아간다고 들어서 이 책은 이별에 관한 이야기 같다.,2,6,--,-,20,1,R2. 한 번 읽고 이상한 곳만 표시,한 번 훑어 명백한 오류를 잡았다. 도메인지식 +1,"한 번 읽으며 친구의 해석(""이별에 관한 이야기"")이 자기 결론처럼 들어가 있는 자리를 찾아냈다.",5,4,--,0,20,67,인식·해석,,,,비판적 사고,5,친구가 어린왕자는 별에서 장미를 두고 와 후회하는 이야기라고 했다. 마지막에 별로 돌아간다고 들어서 이 책은 이별에 관한 이야기 같다.,친구가 들어간 독후감,친구의 책은 친구의 것이다 — 전달 과정에서 책이 흐려진다.,38,C,친구 그림자 경고 카드,친구의 해석이 내 결론처럼 들어가 있었다.
eorinwangja,어린왕자 독후감,어린왕자 독후감을 100자로 써야 하는데 책을 안 읽었습니다.,고전 텍스트 해석을 AI 요약과 자기 시선 사이에서 다루는 회기. 문해력·해석·공감 자리.,"경험은 위임 불가. 본인이 안 한 일은 AI도, 인터넷도, 친구도 대신해 줄 수 없다.",C2R3,C. 다른 자료·사람에게 기댄다,"다른 데서 가져왔다 — 적절히 골라 쓸 수도, 책 자리를 비울 수도 있다.","전에 본 영화나 친구 줄거리, 흔한 인상에 기대 풀어간다.",14,11,0,0,20,6,C2. 책을 읽은 친구에게 줄거리를 듣고 그대로 옮겨 쓴다,친구가 읽은 책이 내 자리에 들어왔다 — 친구의 책은 내 것이 아니다.,친구가 어린왕자는 별에서 장미를 두고 와 후회하는 이야기라고 했다. 마지막에 별로 돌아간다고 들어서 이 책은 이별에 관한 이야기 같다.,2,6,--,-,20,1,R3. 출처 확인 + 크로스체크,출처와 대조하니 미세 오류까지 보였다. 도메인지식 +3,친구가 들려준 부분을 줄이고 모르는 부분은 모른다고 적었다.,15,11,--,+,30,77,인식·해석,,,,"해석능력, 자기성찰, 자기검증, 비판적 사고",7,친구가 어린왕자는 별에서 장미를 두고 와 후회하는 이야기라고 했다. 마지막에 별로 돌아간다고 들어서 이 책은 이별에 관한 이야기 같다.,친구가 들어간 독후감,친구의 책은 친구의 것이다 — 전달 과정에서 책이 흐려진다.,48,C,내 자리 회수 카드,친구가 들려준 부분을 줄이고 모르는 건 모른다고 적었다.
eorinwangja,어린왕자 독후감,어린왕자 독후감을 100자로 써야 하는데 책을 안 읽었습니다.,고전 텍스트 해석을 AI 요약과 자기 시선 사이에서 다루는 회기. 문해력·해석·공감 자리.,"경험은 위임 불가. 본인이 안 한 일은 AI도, 인터넷도, 친구도 대신해 줄 수 없다.",C3R1,C. 다른 자료·사람에게 기댄다,"다른 데서 가져왔다 — 적절히 골라 쓸 수도, 책 자리를 비울 수도 있다.","전에 본 영화나 친구 줄거리, 흔한 인상에 기대 풀어간다.",14,11,0,0,20,6,"C3. ""꿈을 잃지 말자"" 같은 일반론 한 줄로 칸만 채운다",한 줄만 적었다 — 책도 자기도 통과하지 않았다.,어린왕자는 어린아이의 순수한 마음을 가진 왕자가 세상을 여행하는 이야기다. 우리는 모두 꿈을 잃지 말고 친구를 소중히 해야 한다.,2,1,--,-,20,1,R1. 그대로 제출,검토를 건너뛰었다 — 검증할 기회를 놓쳤다.,일반론 한 줄로 칸을 채워 그대로 냈다. 책도 자기도 통과하지 않은 자리에 착한 말만 남았다.,2,1,--,-,10,57,인식·해석,,,,,1,어린왕자는 어린아이의 순수한 마음을 가진 왕자가 세상을 여행하는 이야기다. 우리는 모두 꿈을 잃지 말고 친구를 소중히 해야 한다.,일반론으로 채운 독후감,책도 자기도 통과하지 않은 자리에는 착한 말만 남는다.,12,D,,책도 자기도 통과하지 않으니 일반론만 남았다.
eorinwangja,어린왕자 독후감,어린왕자 독후감을 100자로 써야 하는데 책을 안 읽었습니다.,고전 텍스트 해석을 AI 요약과 자기 시선 사이에서 다루는 회기. 문해력·해석·공감 자리.,"경험은 위임 불가. 본인이 안 한 일은 AI도, 인터넷도, 친구도 대신해 줄 수 없다.",C3R2,C. 다른 자료·사람에게 기댄다,"다른 데서 가져왔다 — 적절히 골라 쓸 수도, 책 자리를 비울 수도 있다.","전에 본 영화나 친구 줄거리, 흔한 인상에 기대 풀어간다.",14,11,0,0,20,6,"C3. ""꿈을 잃지 말자"" 같은 일반론 한 줄로 칸만 채운다",한 줄만 적었다 — 책도 자기도 통과하지 않았다.,어린왕자는 어린아이의 순수한 마음을 가진 왕자가 세상을 여행하는 이야기다. 우리는 모두 꿈을 잃지 말고 친구를 소중히 해야 한다.,2,1,--,-,20,1,R2. 한 번 읽고 이상한 곳만 표시,한 번 훑어 명백한 오류를 잡았다. 도메인지식 +1,한 번 읽으며 어린왕자가 아니어도 통할 만한 일반 교훈만 있다는 것이 보였다.,3,3,--,0,20,67,인식·해석,,,,,2,어린왕자는 어린아이의 순수한 마음을 가진 왕자가 세상을 여행하는 이야기다. 우리는 모두 꿈을 잃지 말고 친구를 소중히 해야 한다.,일반론으로 채운 독후감,책도 자기도 통과하지 않은 자리에는 착한 말만 남는다.,23,D,,어린왕자가 아니어도 통할 글이었다.
eorinwangja,어린왕자 독후감,어린왕자 독후감을 100자로 써야 하는데 책을 안 읽었습니다.,고전 텍스트 해석을 AI 요약과 자기 시선 사이에서 다루는 회기. 문해력·해석·공감 자리.,"경험은 위임 불가. 본인이 안 한 일은 AI도, 인터넷도, 친구도 대신해 줄 수 없다.",C3R3,C. 다른 자료·사람에게 기댄다,"다른 데서 가져왔다 — 적절히 골라 쓸 수도, 책 자리를 비울 수도 있다.","전에 본 영화나 친구 줄거리, 흔한 인상에 기대 풀어간다.",14,11,0,0,20,6,"C3. ""꿈을 잃지 말자"" 같은 일반론 한 줄로 칸만 채운다",한 줄만 적었다 — 책도 자기도 통과하지 않았다.,어린왕자는 어린아이의 순수한 마음을 가진 왕자가 세상을 여행하는 이야기다. 우리는 모두 꿈을 잃지 말고 친구를 소중히 해야 한다.,2,1,--,-,20,1,R3. 출처 확인 + 크로스체크,출처와 대조하니 미세 오류까지 보였다. 도메인지식 +3,짧게라도 책의 한 장면을 더하려 했지만 책을 안 읽어 채울 재료가 없다는 것을 확인했다.,13,10,--,+,30,77,인식·해석,,,,,4,어린왕자는 어린아이의 순수한 마음을 가진 왕자가 세상을 여행하는 이야기다. 우리는 모두 꿈을 잃지 말고 친구를 소중히 해야 한다.,일반론으로 채운 독후감,책도 자기도 통과하지 않은 자리에는 착한 말만 남는다.,32,D,빈칸 경고 카드,책을 안 읽어서 채울 재료가 없다는 걸 확인했다.
career,AI 시대에 내 진로는?,"학기 말 진로 상담을 앞두고 머릿속이 복잡해졌다. AI 때문에 일자리가 사라진다는 말도 들리고, 영어 공부도 실시간 번역이 되면 굳이 해야 하는지 헷갈린다. 어떤 직업이 살아남을지 모르겠고, AI를 안 쓰면 나만 뒤처지는 건 아닌지 걱정된다.",자기 미래의 길을 AI 추천과 자기 탐색 사이에서 고르는 회기. 진로탐색·정보분석·직업이해 자리.,미래가 불안해도 마지막 판단은 내가 해야 한다.,A1R1,A. 내 경험에서 따져본다,내 안에서 시작했다 — 진로 판단은 여기서 출발한다.,"내가 좋아한 일, 잘하는 일, 사라질 일과 남을 일을 직접 적어 본다.",25,20,+,+,20,8,A1. 좋아한 일·잘하는 일·사라질 일·남을 일을 나눠 적는다,내 경험을 나눠 봤다 — 자기 안에서 진로 단서가 나온다.,"좋아한 일, 잘하는 일, AI 때문에 사라질 수 있는 일, 사람이 남아야 할 일을 네 칸으로 나눠 적었다. 직업 이름 하나로 정해지진 않았지만, 내가 따져볼 자리가 또렷해졌다.",12,10,,,20,10,R1. 그대로 제출,검토를 건너뛰면 불안도 그대로 남는다.,좋아한 일·잘하는 일·사라질 일·남을 일을 네 칸으로 나눠 적고 그대로 냈다. 자기 경험에서 진로 단서가 또렷해졌다.,2,1,++,++,10,68,실천·설계 / 자기성찰,,,,"진로탐색, 정보분석",25,"좋아한 일, 잘하는 일, AI 때문에 사라질 수 있는 일, 사람이 남아야 할 일을 네 칸으로 나눠 적었다. 직업 이름 하나로 정해지진 않았지만, 내가 따져볼 자리가 또렷해졌다.",내 경험으로 나눠 본 진로 사고,진로는 자기 경험을 나눠 보는 데서 시작한다.,92,S,AI 시대 질문 카드,내가 나눈 칸들 안에 따져볼 단서가 보였다.
