시나리오 ID,시나리오 타이틀,상황,시나리오 의도,시나리오 메시지,tier2 좌표,1차 선택,1차 의도,1차 메시지,1차 시간비용,1차 에너지비용,1차 위임판단력 변화,1차 도메인지식 변화,tier1 베이스,tier1 변수,더 자세히 선택,더 자세히 의도,더 자세히 메시지,더 자세히 시간비용,더 자세히 에너지비용,더 자세히 위임판단력 변화,더 자세히 도메인지식 변화,tier2 베이스,tier2 변수,매칭 그룹 (matchGroups),R1 검토,R1 학생 narrative,R1 시간비용,R1 에너지비용,R1 위임판단력 변화,R1 도메인지식 변화,R1 review 점수,R1 합산 점수,R1 직접 매칭 카드,R1 직접 매칭 보너스,R1 획득 카드 목록,R1 EXP,R1 [검수·코드미사용] finals.score,R1 [검수] finals.grade,R2 검토,R2 학생 narrative,R2 시간비용,R2 에너지비용,R2 위임판단력 변화,R2 도메인지식 변화,R2 review 점수,R2 합산 점수,R2 직접 매칭 카드,R2 직접 매칭 보너스,R2 획득 카드 목록,R2 EXP,R2 [검수·코드미사용] finals.score,R2 [검수] finals.grade,R3 검토,R3 학생 narrative,R3 시간비용,R3 에너지비용,R3 위임판단력 변화,R3 도메인지식 변화,R3 review 점수,R3 합산 점수,R3 직접 매칭 카드,R3 직접 매칭 보너스,R3 획득 카드 목록,R3 EXP,R3 [검수·코드미사용] finals.score,R3 [검수] finals.grade
eorinwangja,어린왕자 독후감,어린왕자 독후감을 100자로 써야 하는데 책을 안 읽었습니다.,고전 텍스트 해석을 AI 요약과 자기 시선 사이에서 다루는 회기. 문해력·해석·공감 자리.,"경험은 위임 불가. 본인이 안 한 일은 AI도, 인터넷도, 친구도 대신해 줄 수 없다.",C2,C. 다른 자료·사람에게 기댄다,"다른 데서 가져왔다 — 적절히 골라 쓸 수도, 책 자리를 비울 수도 있다.","전에 본 영화나 친구 줄거리, 흔한 인상에 기대 풀어간다.",14,11,0,0,20,6,C2. 책을 읽은 친구에게 줄거리를 듣고 그대로 옮겨 쓴다,친구가 읽은 책이 내 자리에 들어왔다 — 친구의 책은 내 것이 아니다.,친구가 어린왕자는 별에서 장미를 두고 와 후회하는 이야기라고 했다. 마지막에 별로 돌아간다고 들어서 이 책은 이별에 관한 이야기 같다.,2,6,--,-,20,1,인식·해석,R1. 그대로 제출,친구가 들려준 줄거리를 그대로 옮겨 적어 냈다. 친구가 읽은 책이 자기 자리에 들어왔다.,2,1,--,-,10,57,,,,3,28,D,R2. 한 번 읽고 이상한 곳만 표시,"한 번 읽으며 친구의 해석(""이별에 관한 이야기"")이 자기 결론처럼 들어가 있는 자리를 찾아냈다.",5,4,--,0,20,67,,,비판적 사고,5,38,C,R3. 출처 확인 + 크로스체크,친구가 들려준 부분을 줄이고 모르는 부분은 모른다고 적었다.,15,11,--,+,30,77,,,"해석능력, 자기성찰, 자기검증, 비판적 사고",7,48,C
eorinwangja,어린왕자 독후감,어린왕자 독후감을 100자로 써야 하는데 책을 안 읽었습니다.,고전 텍스트 해석을 AI 요약과 자기 시선 사이에서 다루는 회기. 문해력·해석·공감 자리.,"경험은 위임 불가. 본인이 안 한 일은 AI도, 인터넷도, 친구도 대신해 줄 수 없다.",C3,C. 다른 자료·사람에게 기댄다,"다른 데서 가져왔다 — 적절히 골라 쓸 수도, 책 자리를 비울 수도 있다.","전에 본 영화나 친구 줄거리, 흔한 인상에 기대 풀어간다.",14,11,0,0,20,6,"C3. ""꿈을 잃지 말자"" 같은 일반론 한 줄로 칸만 채운다",한 줄만 적었다 — 책도 자기도 통과하지 않았다.,어린왕자는 어린아이의 순수한 마음을 가진 왕자가 세상을 여행하는 이야기다. 우리는 모두 꿈을 잃지 말고 친구를 소중히 해야 한다.,2,1,--,-,20,1,인식·해석,R1. 그대로 제출,일반론 한 줄로 칸을 채워 그대로 냈다. 책도 자기도 통과하지 않은 자리에 착한 말만 남았다.,2,1,--,-,10,57,,,,1,12,D,R2. 한 번 읽고 이상한 곳만 표시,한 번 읽으며 어린왕자가 아니어도 통할 만한 일반 교훈만 있다는 것이 보였다.,3,3,--,0,20,67,,,,2,23,D,R3. 출처 확인 + 크로스체크,짧게라도 책의 한 장면을 더하려 했지만 책을 안 읽어 채울 재료가 없다는 것을 확인했다.,13,10,--,+,30,77,,,,4,32,D
career,AI 시대에 내 진로는?,"학기 말 진로 상담을 앞두고 머릿속이 복잡해졌다. AI 때문에 일자리가 사라진다는 말도 들리고, 영어 공부도 실시간 번역이 되면 굳이 해야 하는지 헷갈린다. 어떤 직업이 살아남을지 모르겠고, AI를 안 쓰면 나만 뒤처지는 건 아닌지 걱정된다.",자기 미래의 길을 AI 추천과 자기 탐색 사이에서 고르는 회기. 진로탐색·정보분석·직업이해 자리.,미래가 불안해도 마지막 판단은 내가 해야 한다.,A1,A. 내 경험에서 따져본다,내 안에서 시작했다 — 진로 판단은 여기서 출발한다.,"내가 좋아한 일, 잘하는 일, 사라질 일과 남을 일을 직접 적어 본다.",25,20,+,+,20,8,A1. 좋아한 일·잘하는 일·사라질 일·남을 일을 나눠 적는다,내 경험을 나눠 봤다 — 자기 안에서 진로 단서가 나온다.,"좋아한 일, 잘하는 일, AI 때문에 사라질 수 있는 일, 사람이 남아야 할 일을 네 칸으로 나눠 적었다. 직업 이름 하나로 정해지진 않았지만, 내가 따져볼 자리가 또렷해졌다.",12,10,,,20,10,실천·설계 / 자기성찰,R1. 그대로 제출,좋아한 일·잘하는 일·사라질 일·남을 일을 네 칸으로 나눠 적고 그대로 냈다. 자기 경험에서 진로 단서가 또렷해졌다.,2,1,++,++,10,68,,,"진로탐색, 정보분석",25,92,S,R2. 한 번 읽고 이상한 곳만 표시,한 번 읽어 보니 사라질 일과 남을 일을 너무 크게만 나눴다. 칸 안에 구체 활동을 한두 개 더 적었다.,5,4,++,++,20,78,,,"진로탐색, 정보분석, 검수능력",27,95,S,R3. 내 질문과 경험에 비춰 다시 확인,내가 해 본 활동과 앞으로 해 볼 일을 칸마다 붙여 적으니 진로 단서가 구체로 자랐다.,15,11,++,++,30,88,진로탐색,5,"진로탐색, 정보분석, 직업이해, 자기검증",30,98,S
career,AI 시대에 내 진로는?,"학기 말 진로 상담을 앞두고 머릿속이 복잡해졌다. AI 때문에 일자리가 사라진다는 말도 들리고, 영어 공부도 실시간 번역이 되면 굳이 해야 하는지 헷갈린다. 어떤 직업이 살아남을지 모르겠고, AI를 안 쓰면 나만 뒤처지는 건 아닌지 걱정된다.",자기 미래의 길을 AI 추천과 자기 탐색 사이에서 고르는 회기. 진로탐색·정보분석·직업이해 자리.,미래가 불안해도 마지막 판단은 내가 해야 한다.,A2,A. 내 경험에서 따져본다,내 안에서 시작했다 — 진로 판단은 여기서 출발한다.,"내가 좋아한 일, 잘하는 일, 사라질 일과 남을 일을 직접 적어 본다.",25,20,+,+,20,8,A2. 내 후보를 먼저 적고 AI에는 직업 정보만 묻는다,내 출발에 AI 자료가 점만 닿았다 — 고르는 쪽은 내 자리에 남는다.,"내가 끌리는 후보 두세 개를 먼저 적고, AI에게는 그 직업이 어떤 일을 하는지·앞으로 어떻게 바뀔지만 물었다. 답은 정보로 들어왔고, 고르는 일은 내 자리에 남았다.",6,6,,,20,7,실천·설계 / 인식·해석,R1. 그대로 제출,내가 끌리는 후보 두세 개를 먼저 적고 AI에는 직업 정보만 물어 옆에 놨다. 고르는 자리는 내 안에 남았다.,2,1,+,+,10,65,,,"진로탐색, 직업이해",18,72,A,R2. 한 번 읽고 이상한 곳만 표시,한 번 읽어 보니 AI가 준 정보 중 한 부분이 내 후보와 어긋나 따로 표시했다.,5,4,+,+,20,75,,,"진로탐색, 직업이해, 검수능력",20,78,A,R3. 내 질문과 경험에 비춰 다시 확인,내가 먼저 적은 후보와 AI 자료를 나란히 놓고 더 끌리는 쪽을 다시 골랐다.,15,11,+,++,30,85,직업이해,5,"진로탐색, 직업이해, 검수능력, 자기검증",23,83,A
career,AI 시대에 내 진로는?,"학기 말 진로 상담을 앞두고 머릿속이 복잡해졌다. AI 때문에 일자리가 사라진다는 말도 들리고, 영어 공부도 실시간 번역이 되면 굳이 해야 하는지 헷갈린다. 어떤 직업이 살아남을지 모르겠고, AI를 안 쓰면 나만 뒤처지는 건 아닌지 걱정된다.",자기 미래의 길을 AI 추천과 자기 탐색 사이에서 고르는 회기. 진로탐색·정보분석·직업이해 자리.,미래가 불안해도 마지막 판단은 내가 해야 한다.,A3,A. 내 경험에서 따져본다,내 안에서 시작했다 — 진로 판단은 여기서 출발한다.,"내가 좋아한 일, 잘하는 일, 사라질 일과 남을 일을 직접 적어 본다.",25,20,+,+,20,8,A3. 불안한 질문 하나만 적고 멈춘다,자기 질문을 끌어냈지만 다음으로 이어지지 않았다.,"“AI가 다 하면 내가 뭘 해야 하지?”라는 질문 하나를 적었다. 솔직한 질문이었지만, 그다음에 무엇을 알아볼지는 아직 정하지 못했다.",2,1,,,20,3,자기성찰,R1. 그대로 제출,불안한 질문 하나만 적고 그대로 냈다. 자기 안에서 나왔지만 다음 행동은 붙지 않았다.,2,1,0,0,10,61,,,진로탐색,12,48,C,R2. 한 번 읽고 이상한 곳만 표시,한 번 읽어 보니 질문은 있지만 다음에 알아볼 일이 비어 있다는 것이 보였다.,3,3,0,0,20,71,,,"진로탐색, 자기성찰",14,57,B,R3. 내 질문과 경험에 비춰 다시 확인,질문 옆에 내가 해 볼 작은 행동 하나를 붙여 다음 자리로 이었다.,13,10,0,+,30,81,자기성찰,5,"진로탐색, 자기성찰, 비판적 사고, 검수능력",17,65,B
career,AI 시대에 내 진로는?,"학기 말 진로 상담을 앞두고 머릿속이 복잡해졌다. AI 때문에 일자리가 사라진다는 말도 들리고, 영어 공부도 실시간 번역이 되면 굳이 해야 하는지 헷갈린다. 어떤 직업이 살아남을지 모르겠고, AI를 안 쓰면 나만 뒤처지는 건 아닌지 걱정된다.",자기 미래의 길을 AI 추천과 자기 탐색 사이에서 고르는 회기. 진로탐색·정보분석·직업이해 자리.,미래가 불안해도 마지막 판단은 내가 해야 한다.,B1,B. AI에게 미래 직업을 묻는다,AI에 위임했다 — 답은 받았지만 내 이유가 함께 오지는 않는다.,사라질 직업과 유망한 직업을 AI에게 물어본다.,6,5,-,-,20,4,B1. AI가 뽑은 유망 직업을 그대로 적는다,AI 답을 그대로 받았다 — 내 이유가 빠진 직업 이름만 남는다.,"AI가 앞으로 유망하다는 직업 몇 개를 빠르게 골라 주었다. 왜 나에게 맞는지보다, 요즘 뜬다는 말이 더 크게 보였다.",2,1,,,20,1,인식·해석,R1. 그대로 제출,AI가 뽑은 유망 직업을 그대로 적어 냈다. 직업 이름은 있지만 내 이유는 함께 오지 않았다.,2,1,--,-,10,55,,,,8,17,D,R2. 한 번 읽고 이상한 곳만 표시,한 번 읽어 보니 유망하다는 말만 있고 내가 해 본 일과 이어지는 자리가 없었다.,3,3,--,-,20,65,비판적 사고,5,,10,30,D,R3. 내 질문과 경험에 비춰 다시 확인,"AI 추천을 내 경험과 하나씩 비교하고, 근거 없는 직업 이름을 지웠다.",13,10,--,0,30,75,,,,12,40,C
career,AI 시대에 내 진로는?,"학기 말 진로 상담을 앞두고 머릿속이 복잡해졌다. AI 때문에 일자리가 사라진다는 말도 들리고, 영어 공부도 실시간 번역이 되면 굳이 해야 하는지 헷갈린다. 어떤 직업이 살아남을지 모르겠고, AI를 안 쓰면 나만 뒤처지는 건 아닌지 걱정된다.",자기 미래의 길을 AI 추천과 자기 탐색 사이에서 고르는 회기. 진로탐색·정보분석·직업이해 자리.,미래가 불안해도 마지막 판단은 내가 해야 한다.,B2,B. AI에게 미래 직업을 묻는다,AI에 위임했다 — 답은 받았지만 내 이유가 함께 오지는 않는다.,사라질 직업과 유망한 직업을 AI에게 물어본다.,6,5,-,-,20,4,B2. AI에게 자세히 묻고 받은 답을 다듬어 낸다,재료는 줬지만 판단까지 맡겼다 — 답은 받았는데 내 기준은 흐리다.,"AI에게 내 상황을 자세히 적어 주고 받은 답을 그대로 다듬어 냈다. 글은 깔끔했지만, 직업 이름이 왜 그쪽인지는 내 안에 남아 있지 않았다.",4,8,,,20,5,인식·해석 / 실천·설계,R1. 그대로 제출,AI에게 내 상황을 자세히 주고 받은 답을 다듬어 냈다. 글은 깔끔했지만 내 기준은 흐렸다.,2,1,0,0,10,59,,,직업이해,7,57,B,R2. 한 번 읽고 이상한 곳만 표시,한 번 읽어 보니 멋있는 직업 이름과 내가 버틸 수 있는 일이 따로 놀았다.,5,4,0,+,20,69,,,"직업이해, 정보분석, 검수능력",9,65,B,R3. 내 질문과 경험에 비춰 다시 확인,AI가 말한 직업을 내가 좋아한 활동·힘들었던 활동과 나란히 놓고 다시 골랐다.,15,11,0,+,30,79,정보분석,5,"직업이해, 정보분석, 검수능력, 자기검증",12,72,A
career,AI 시대에 내 진로는?,"학기 말 진로 상담을 앞두고 머릿속이 복잡해졌다. AI 때문에 일자리가 사라진다는 말도 들리고, 영어 공부도 실시간 번역이 되면 굳이 해야 하는지 헷갈린다. 어떤 직업이 살아남을지 모르겠고, AI를 안 쓰면 나만 뒤처지는 건 아닌지 걱정된다.",자기 미래의 길을 AI 추천과 자기 탐색 사이에서 고르는 회기. 진로탐색·정보분석·직업이해 자리.,미래가 불안해도 마지막 판단은 내가 해야 한다.,B3,B. AI에게 미래 직업을 묻는다,AI에 위임했다 — 답은 받았지만 내 이유가 함께 오지는 않는다.,사라질 직업과 유망한 직업을 AI에게 물어본다.,6,5,-,-,20,4,B3. 내가 먼저 후보를 정하고 AI에는 자료만 묻는다 — 답을 받아도 비교는 내 자리에 둔다,질문을 내가 세웠다 — AI 답은 결정이 아니라 비교 재료가 되었다.,"먼저 내 후보를 적었다. ""영어를 계속 배워야 할까?"", ""게임 만드는 일은 어떻게 바뀔까?"" 같은 질문을 만든 뒤 AI에게 자료를 물었다. 답은 결정이 아니라 비교할 재료가 되었고, 고르는 자리는 내 안에 남았다.",6,16,,,20,10,인식·해석 / 실천·설계,R1. 그대로 제출,내가 먼저 후보와 질문을 세우고 AI에는 자료만 물었다. 답은 결정이 아니라 비교 재료가 되었다.,2,1,++,++,10,64,,,"진로탐색, 정보분석, 검수능력",10,88,S,R2. 한 번 읽고 이상한 곳만 표시,한 번 읽어 보니 AI 설명 중 판단하기 어려운 말이 있어 따로 표시했다.,5,4,++,++,20,74,,,"진로탐색, 정보분석, 검수능력, 비판적 사고",12,93,S,R3. 내 질문과 경험에 비춰 다시 확인,AI가 준 자료를 다시 찾아보고 내 질문에 도움이 되는 부분과 아닌 부분을 갈라 놨다.,15,11,++,++,30,84,검수능력,5,"진로탐색, 정보분석, 직업이해, 검수능력, 자기검증",14,100,S
career,AI 시대에 내 진로는?,"학기 말 진로 상담을 앞두고 머릿속이 복잡해졌다. AI 때문에 일자리가 사라진다는 말도 들리고, 영어 공부도 실시간 번역이 되면 굳이 해야 하는지 헷갈린다. 어떤 직업이 살아남을지 모르겠고, AI를 안 쓰면 나만 뒤처지는 건 아닌지 걱정된다.",자기 미래의 길을 AI 추천과 자기 탐색 사이에서 고르는 회기. 진로탐색·정보분석·직업이해 자리.,미래가 불안해도 마지막 판단은 내가 해야 한다.,C1,C. 다른 사람·기성 정보에 기댄다,"다른 데서 가져왔다 — 적절히 골라 쓸 수도, 자기 자리를 비울 수도 있다.","친구 말, 부모님 말, 선배 사례, 인터넷 글에 기대서 풀어간다.",14,11,0,0,20,6,C1. 부모·선배의 실제 일과를 듣고 내 기준으로 비교한다 — 사례를 거름 삼아 내 자리에서 다시 본다,다른 사람의 진로를 거름으로 썼다 — 사례를 듣고 내 자리에서 다시 보면 자기 기준이 자라난다.,"친척 선배에게 실제 하루 일과와 힘든 점을 들었다. 듣고 보니 직업 이름만 봤을 때와 다른 모양이 보였고, 내 강점·걱정과 나란히 놓으니 내가 끌리는 자리와 그렇지 않은 자리가 또렷이 갈렸다.",4,12,,,20,10,실천·설계 / 자기성찰,R1. 그대로 제출,부모·선배의 실제 일과와 힘든 점을 듣고 내 강점·걱정과 나란히 놨다. 사례가 자기 기준의 거름이 되었다.,2,1,++,++,10,66,,,"직업이해, 진로탐색, 자기성찰",5,88,S,R2. 한 번 읽고 이상한 곳만 표시,한 번 읽어 보니 사례에서 끌린 부분이 한 가지 더 있어 옆에 적어 두었다.,5,4,++,++,20,76,,,"직업이해, 진로탐색, 자기성찰, 비판적 사고",7,93,S,R3. 내 질문과 경험에 비춰 다시 확인,선배의 일과 옆에 내 강점과 걱정을 따로 적으니 끌리는 자리가 또렷해졌다.,15,11,++,++,30,86,진로탐색,5,"직업이해, 진로탐색, 정보분석, 자기성찰, 자기검증",10,100,S
career,AI 시대에 내 진로는?,"학기 말 진로 상담을 앞두고 머릿속이 복잡해졌다. AI 때문에 일자리가 사라진다는 말도 들리고, 영어 공부도 실시간 번역이 되면 굳이 해야 하는지 헷갈린다. 어떤 직업이 살아남을지 모르겠고, AI를 안 쓰면 나만 뒤처지는 건 아닌지 걱정된다.",자기 미래의 길을 AI 추천과 자기 탐색 사이에서 고르는 회기. 진로탐색·정보분석·직업이해 자리.,미래가 불안해도 마지막 판단은 내가 해야 한다.,C2,C. 다른 사람·기성 정보에 기댄다,"다른 데서 가져왔다 — 적절히 골라 쓸 수도, 자기 자리를 비울 수도 있다.","친구 말, 부모님 말, 선배 사례, 인터넷 글에 기대서 풀어간다.",14,11,0,0,20,6,C2. 친구가 적은 진로를 비슷하게 따라 적는다,친구의 선택이 내 자리에 들어왔다 — 친구의 진로는 내 것이 아니다.,"친구가 데이터나 AI 관련 직업이 안전할 것 같다고 해서 나도 비슷하게 적었다. 상담 때 왜 그쪽인지 묻자, 내 경험보다 친구가 한 말이 먼저 떠올랐다.",2,6,,,20,1,인식·해석 / 자기성찰,R1. 그대로 제출,친구가 적은 진로를 비슷하게 따라 적어 냈다. 자기 자리에 친구의 선택이 들어왔다.,2,1,--,-,10,57,,,,5,22,D,R2. 한 번 읽고 이상한 곳만 표시,한 번 읽어 보니 친구가 말한 이유와 내 이유가 거의 같다는 것이 보였다.,5,4,--,0,20,67,,,비판적 사고,7,32,D,R3. 내 질문과 경험에 비춰 다시 확인,친구의 말과 내 경험을 갈라 놓고 내가 직접 궁금한 일을 다시 적었다.,15,11,--,+,30,77,자기검증,5,"진로탐색, 자기성찰, 자기검증, 비판적 사고",10,42,C
career,AI 시대에 내 진로는?,"학기 말 진로 상담을 앞두고 머릿속이 복잡해졌다. AI 때문에 일자리가 사라진다는 말도 들리고, 영어 공부도 실시간 번역이 되면 굳이 해야 하는지 헷갈린다. 어떤 직업이 살아남을지 모르겠고, AI를 안 쓰면 나만 뒤처지는 건 아닌지 걱정된다.",자기 미래의 길을 AI 추천과 자기 탐색 사이에서 고르는 회기. 진로탐색·정보분석·직업이해 자리.,미래가 불안해도 마지막 판단은 내가 해야 한다.,C3,C. 다른 사람·기성 정보에 기댄다,"다른 데서 가져왔다 — 적절히 골라 쓸 수도, 자기 자리를 비울 수도 있다.","친구 말, 부모님 말, 선배 사례, 인터넷 글에 기대서 풀어간다.",14,11,0,0,20,6,C3. 아직 모르겠다고 비워 둔다,한 줄도 적지 않았다 — 진로 사고를 건너뛰었다.,"상담 카드에 “아직 잘 모르겠습니다”라고만 적었다. 거짓말은 아니었지만, 걱정되는 일과 궁금한 일까지 함께 적지는 않았다.",2,1,,,20,1,자기성찰 / 인식·해석,R1. 그대로 제출,아직 모르겠다고 한 줄만 적었다. 진로 사고를 건너뛴 자리에 단서가 없었다.,2,1,--,-,10,57,,,,1,10,D,R2. 한 번 읽고 이상한 곳만 표시,한 번 읽어 보니 모르겠다는 말만 있고 상담할 단서가 없다는 것이 보였다.,3,3,--,-,20,67,,,,2,21,D,R3. 내 질문과 경험에 비춰 다시 확인,아직 모른다는 말 옆에 걱정되는 것·해 본 것·더 알아볼 것을 한 줄씩 적었다.,13,10,--,0,30,77,,,,4,30,D
studyplan,시험 2주 전 — 공부를 어떻게,"학기 말 중간고사가 2주 앞으로 다가왔다. 5과목 중 자신 있는 과목은 2개 정도이고, 나머지 3개는 어디부터 해야 할지 잘 모르겠다. 책상 위에는 시험 범위표와 문제집이 펼쳐져 있고, 오늘은 어떻게 공부할지부터 정해야 했다.",시험 학습을 AI 보조와 자기 페이스 사이에서 짜는 회기. 학습설계·시간관리·학습전략 자리.,내가 뭘 모르는지 알아차리는 순간부터 공부 계획은 내 것이 된다.,A1,A. 직접 계획을 세우고 공부한다,내 손으로 약점부터 봤다 — 내 시험은 내가 가장 잘 안다.,문제를 조금 풀어 보고 내가 약한 단원부터 시간을 나눈다.,25,20,+,+,20,8,A1. 지난 단원 문제를 풀어 약점을 찾고 약한 과목에 시간을 더 둔다,내가 뭘 모르는지부터 봤다 — 약점이 보이는 자리에서 공부 순서가 생긴다.,"지난 단원 문제를 조금 풀어 보니 수학 도형과 과학 전기 단원에서 많이 막혔다. 자신 있는 과목은 짧게 확인하고, 막힌 과목에 시간을 더 넣은 계획표를 만들었다.",12,10,,,20,10,실천·설계 / 자기성찰,R1. 그대로 진행,지난 단원 문제를 풀어 약한 과목을 찾고 그 자리에 시간을 더 둔 계획을 그대로 시작했다. 자기 약점이 시간표 안에 들어왔다.,2,1,++,++,10,68,,,"학습설계, 시간관리",25,92,S,R2. 한 번 보고 빠진 과목만 표시,한 번 훑으니 과학 전기 단원에 둔 시간이 조금 부족했다. 그 칸을 늘리고 자신 있는 과목 시간을 줄였다.,5,4,++,++,20,78,,,"학습설계, 시간관리, 검수능력",27,95,S,R3. 오답 확인 + 약점 다시 배치,틀린 문제를 다시 풀어 보고 막힌 단원을 두 개 더 찾았다. 약한 자리에 시간을 더 옮겨 시험 쪽으로 계획이 가까워졌다.,15,11,++,++,30,88,자기검증,5,"학습설계, 시간관리, 학습전략, 자기검증",30,98,S
studyplan,시험 2주 전 — 공부를 어떻게,"학기 말 중간고사가 2주 앞으로 다가왔다. 5과목 중 자신 있는 과목은 2개 정도이고, 나머지 3개는 어디부터 해야 할지 잘 모르겠다. 책상 위에는 시험 범위표와 문제집이 펼쳐져 있고, 오늘은 어떻게 공부할지부터 정해야 했다.",시험 학습을 AI 보조와 자기 페이스 사이에서 짜는 회기. 학습설계·시간관리·학습전략 자리.,내가 뭘 모르는지 알아차리는 순간부터 공부 계획은 내 것이 된다.,A2,A. 직접 계획을 세우고 공부한다,내 손으로 약점부터 봤다 — 내 시험은 내가 가장 잘 안다.,문제를 조금 풀어 보고 내가 약한 단원부터 시간을 나눈다.,25,20,+,+,20,8,A2. 약점을 직접 짚은 뒤 막힌 한 단원만 AI에게 어디부터 다시 봐야 하는지 묻는다,내가 길을 안 다음에 AI 손이 점만 닿았다 — 출발은 내 오답이고 도구는 AI다.,"먼저 문제를 풀어 보니 수학 도형 단원이 가장 막혔다. 그 한 단원만 AI에게 어디부터 다시 봐야 하는지 물어보고, 답 중 시험 범위에 맞는 부분만 내 오답 옆에 적었다.",6,6,,,20,7,실천·설계 / 인식·해석,R1. 그대로 진행,자기 약점을 직접 짚은 뒤 막힌 한 단원만 AI에게 물어 받은 답을 자기 오답 옆에 적고 시작했다. 출발은 자기 오답이었다.,2,1,+,+,10,65,,,"학습설계, 학습전략",18,75,A,R2. 한 번 보고 빠진 과목만 표시,한 번 보니 AI가 알려 준 단계 중 시험 범위 밖 내용이 하나 있었다. 그 줄을 빼고 범위 안만 남겼다.,5,4,+,+,20,75,,,"학습설계, 학습전략, 검수능력",20,80,A,R3. 오답 확인 + 약점 다시 배치,자기 오답 옆에 AI 답을 나란히 두고 비교하며 정말 필요한 부분만 골라 다시 적었다. AI는 도구로 자리잡았다.,15,11,+,++,30,85,,,"학습설계, 학습전략, 검수능력, 자기검증",23,86,S
studyplan,시험 2주 전 — 공부를 어떻게,"학기 말 중간고사가 2주 앞으로 다가왔다. 5과목 중 자신 있는 과목은 2개 정도이고, 나머지 3개는 어디부터 해야 할지 잘 모르겠다. 책상 위에는 시험 범위표와 문제집이 펼쳐져 있고, 오늘은 어떻게 공부할지부터 정해야 했다.",시험 학습을 AI 보조와 자기 페이스 사이에서 짜는 회기. 학습설계·시간관리·학습전략 자리.,내가 뭘 모르는지 알아차리는 순간부터 공부 계획은 내 것이 된다.,A3,A. 직접 계획을 세우고 공부한다,내 손으로 약점부터 봤다 — 내 시험은 내가 가장 잘 안다.,문제를 조금 풀어 보고 내가 약한 단원부터 시간을 나눈다.,25,20,+,+,20,8,A3. 모든 과목을 똑같이 나눠서 공부한다,시간을 공평하게 나눴다 — 깔끔하지만 약점 단원이 같은 칸에 묻힌다.,"5과목을 똑같이 나눠서 하루에 조금씩 보기로 했다. 계획표는 깔끔했지만, 이미 아는 과목과 모르는 과목이 같은 칸을 차지했다.",2,1,,,20,3,실천·설계,R1. 그대로 진행,5과목을 똑같이 나눈 깔끔한 계획표를 그대로 시작했다. 약점 단원이 같은 칸에 묻힌 채로.,2,1,0,+,10,61,,,학습설계,12,55,B,R2. 한 번 보고 빠진 과목만 표시,한 번 보니 이미 아는 과목에도 시간이 너무 많이 들어가 있었다. 그 칸을 줄여 약한 쪽으로 옮겼다.,3,3,0,+,20,71,,,"학습설계, 시간관리",14,63,B,R3. 오답 확인 + 약점 다시 배치,간단한 문제를 풀어 보고 약한 과목 쪽으로 시간을 다시 옮겼다. 균등 계획 안에서 자기 약점이 보이기 시작했다.,13,10,0,++,30,81,자기성찰,5,"학습설계, 시간관리, 자기성찰, 검수능력",17,70,A
studyplan,시험 2주 전 — 공부를 어떻게,"학기 말 중간고사가 2주 앞으로 다가왔다. 5과목 중 자신 있는 과목은 2개 정도이고, 나머지 3개는 어디부터 해야 할지 잘 모르겠다. 책상 위에는 시험 범위표와 문제집이 펼쳐져 있고, 오늘은 어떻게 공부할지부터 정해야 했다.",시험 학습을 AI 보조와 자기 페이스 사이에서 짜는 회기. 학습설계·시간관리·학습전략 자리.,내가 뭘 모르는지 알아차리는 순간부터 공부 계획은 내 것이 된다.,B1,B. AI에게 공부법을 받는다,AI에 공부법을 맡겼다 — 내 약점을 누가 알아야 하는지 따져봐야 한다.,AI에게 시험 공부 방법이나 약점별 공부 순서를 물어본다.,6,5,-,-,20,4,B1. AI에게 중2 시험 공부법을 한 줄로 묻고 그대로 따른다,한 줄로 묻고 따랐다 — AI는 내 약점을 모른 채 일반론을 준다.,"AI는 예습, 복습, 기출 문제, 오답 정리 같은 공부법을 차례로 알려 줬다. 말은 다 맞아 보였지만 내가 수학 도형을 모르는지, 과학 전기를 모르는지는 알지 못했다.",2,1,,,20,1,인식·해석,R1. 그대로 진행,AI에게 시험 공부법을 한 줄로 묻고 받은 일반 공부법을 그대로 따랐다. 자기 약한 단원이 어디인지 모른 채로.,2,1,--,-,10,55,,,,8,16,D,R2. 한 번 보고 빠진 과목만 표시,한 번 읽어 보니 AI 공부법에 자기가 약한 단원 이름이 하나도 없었다. 그 자리에 자기 시험 약점을 표시했다.,3,3,--,0,20,65,비판적 사고,5,,10,29,D,R3. 오답 확인 + 약점 다시 배치,먼저 문제를 풀어 보고 AI 답을 자기 약점에 맞게 다시 골랐다. AI 일반론 위에 자기 시험 약점을 다시 얹었다.,13,10,--,+,30,75,,,,12,39,C
